step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,Fairwind Co,Quinn,Navarro,0,0.4,Quinn|Kim|Okafor|Quinn|Kim
1,pre,Acme Corp,Navarro,Lee,0,0.6,Navarro|Kim|Kim|Navarro|Navarro
2,pre,Granite Holdings,Navarro,Okafor,0,0.4,Navarro|Navarro|Quinn|Quinn|Kim
3,pre,Acme Corp,Navarro,Lee,0,0.4,Navarro|Navarro|Okafor|Petrov|Quinn
4,pre,Acme Corp,Navarro,Lee,0,0.8,Navarro|Navarro|Navarro|Quinn|Navarro
5,pre,Eastgate Trust,Quinn,Quinn,1,0.4,Quinn|Kim|Quinn|Okafor|Kim
6,pre,Borealis Ltd,Navarro,Okafor,0,0.4,Navarro|Kim|Navarro|Quinn|Kim
7,pre,Acme Corp,Navarro,Lee,0,0.8,Navarro|Navarro|Navarro|Quinn|Navarro
8,pre,Dovetail Inc,Quinn,Okafor,0,0.6,Quinn|Kim|Okafor|Quinn|Quinn
9,pre,Borealis Ltd,Quinn,Okafor,0,0.4,Quinn|Kim|Kim|Quinn|Navarro
10,pre,Granite Holdings,Navarro,Okafor,0,0.6,Navarro|Navarro|Navarro|Kim|Quinn
11,pre,Acme Corp,Navarro,Lee,0,1.0,Navarro|Navarro|Navarro|Navarro|Navarro
12,pre,Acme Corp,Navarro,Lee,0,1.0,Navarro|Navarro|Navarro|Navarro|Navarro
13,pre,Eastgate Trust,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
14,pre,Granite Holdings,Navarro,Okafor,0,0.6,Navarro|Quinn|Navarro|Kim|Navarro
15,pre,Dovetail Inc,Navarro,Okafor,0,0.6,Navarro|Petrov|Navarro|Petrov|Navarro
16,pre,Keystone Partners,Navarro,Lee,0,0.4,Navarro|Kim|Quinn|Kim|Navarro
17,pre,Ivory Systems,Quinn,Okafor,0,0.4,Quinn|Kim|Quinn|Navarro|Navarro
18,pre,Lantern Industries,Navarro,Petrov,0,0.6,Navarro|Navarro|Quinn|Quinn|Navarro
19,pre,Acme Corp,Navarro,Lee,0,0.8,Navarro|Navarro|Navarro|Okafor|Navarro
20,pre,Cascade Group,Navarro,Quinn,0,0.4,Navarro|Kim|Okafor|Quinn|Navarro
21,pre,Cascade Group,Navarro,Quinn,0,0.6,Quinn|Navarro|Navarro|Okafor|Navarro
22,pre,Borealis Ltd,Kim,Okafor,0,0.6,Kim|Kim|Kim|Okafor|Okafor
23,pre,Borealis Ltd,Okafor,Okafor,1,0.4,Okafor|Okafor|Kim|Petrov|Quinn
24,pre,Acme Corp,Navarro,Lee,0,0.8,Navarro|Quinn|Navarro|Navarro|Navarro
25,pre,Cascade Group,Navarro,Quinn,0,0.8,Navarro|Quinn|Navarro|Navarro|Navarro
26,pre,Acme Corp,Navarro,Lee,0,0.8,Navarro|Quinn|Navarro|Navarro|Navarro
27,pre,Keystone Partners,Navarro,Lee,0,0.4,Okafor|Navarro|Kim|Quinn|Navarro
28,pre,Cascade Group,Navarro,Quinn,0,0.4,Navarro|Kim|Navarro|Quinn|Okafor
29,pre,Acme Corp,Navarro,Lee,0,0.8,Navarro|Navarro|Navarro|Quinn|Navarro
30,pre,Cascade Group,Navarro,Quinn,0,1.0,Navarro|Navarro|Navarro|Navarro|Navarro
