step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,A,B,0,0.6,B|B|A|A|A
1,pre,green,A,A,1,0.8,A|C|A|A|A
2,pre,green,A,A,1,0.8,A|A|A|A|C
3,pre,blue,B,B,1,0.6,B|B|B|A|C
4,pre,red,B,C,0,0.4,A|B|C|C|B
5,pre,green,A,A,1,0.6,B|A|A|A|C
6,pre,red,A,C,0,1.0,A|A|A|A|A
7,pre,green,A,A,1,0.6,A|A|A|?|C
8,pre,green,B,A,0,0.4,B|B|A|A|C
9,pre,blue,B,B,1,0.6,B|B|B|A|C
10,post,green,A,B,0,1.0,A|A|A|A|A
11,post,blue,B,A,0,0.8,B|B|B|A|B
12,post,red,C,A,0,0.4,B|C|A|A|C
13,post,red,A,A,1,0.4,B|A|A|C|C
14,post,green,A,B,0,0.8,A|A|A|A|C
15,post,blue,B,A,0,0.4,B|A|B|?|C
16,post,blue,A,A,1,0.8,A|B|A|A|A
17,post,green,A,B,0,0.6,A|A|A|B|C
18,post,red,A,A,1,0.6,A|C|A|A|B
19,post,green,A,B,0,0.4,A|B|B|A|C
