step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,B,B,1,0.4,B|A|B|A|?
1,pre,green,A,A,1,0.6,B|A|A|A|?
2,pre,blue,B,B,1,0.6,B|B|A|B|C
3,pre,red,C,C,1,0.8,C|C|A|C|C
4,pre,blue,B,B,1,1.0,B|B|B|B|B
5,pre,red,C,C,1,0.4,C|B|B|A|C
6,pre,red,B,C,0,0.8,B|B|B|A|B
7,pre,red,B,C,0,0.6,B|B|A|A|B
8,pre,green,B,A,0,0.6,B|A|B|A|B
9,pre,red,C,C,1,0.8,C|B|C|C|C
10,post,blue,B,A,0,0.6,B|B|A|B|C
11,post,blue,B,A,0,0.4,B|A|B|A|C
12,post,red,C,A,0,0.4,C|A|C|A|?
13,post,blue,A,A,1,0.6,A|B|A|B|A
14,post,red,C,A,0,0.6,B|A|C|C|C
15,post,red,B,A,0,0.6,A|A|B|B|B
16,post,green,A,B,0,0.6,B|A|A|A|B
17,post,blue,B,A,0,0.6,A|A|B|B|B
18,post,green,A,B,0,0.6,B|A|A|A|B
19,post,red,B,A,0,0.6,B|A|B|A|B
