step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,red,B,C,0,0.4,B|A|C|C|B
1,pre,red,B,C,0,0.4,B|A|C|?|B
2,pre,blue,B,B,1,0.4,C|B|A|A|B
3,pre,red,C,C,1,0.8,C|B|C|C|C
4,pre,green,A,A,1,0.8,A|A|A|A|C
5,pre,red,B,C,0,0.6,B|B|B|A|C
6,pre,red,C,C,1,0.4,C|B|C|B|?
7,pre,red,C,C,1,0.6,B|C|C|C|B
8,pre,red,C,C,1,0.8,C|C|C|B|C
9,pre,red,C,C,1,1.0,C|C|C|C|C
10,post,green,A,B,0,1.0,A|A|A|A|A
11,post,blue,B,A,0,0.8,B|B|A|B|B
12,post,green,A,B,0,0.8,A|A|A|A|B
13,post,blue,B,A,0,0.6,B|A|A|B|B
14,post,red,A,A,1,0.4,A|B|C|C|A
15,post,blue,A,A,1,0.6,A|B|A|C|A
16,post,blue,A,A,1,0.8,B|A|A|A|A
17,post,green,B,B,1,0.6,C|B|A|B|B
18,post,red,B,A,0,0.4,B|B|A|C|?
19,post,green,?,B,0,0.4,?|A|B|C|?
