step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,A,B,0,0.6,B|A|A|A|C
1,pre,green,A,A,1,0.6,A|A|B|A|?
2,pre,blue,B,B,1,0.6,B|A|B|A|B
3,pre,red,C,C,1,0.6,B|C|C|C|B
4,pre,blue,A,B,0,0.6,B|A|B|A|A
5,pre,red,C,C,1,0.4,C|B|A|B|C
6,pre,red,B,C,0,0.6,B|B|A|C|B
7,pre,red,B,C,0,0.6,B|B|C|A|B
8,pre,green,A,A,1,0.6,B|A|A|A|B
9,pre,red,C,C,1,0.8,C|C|C|C|?
10,pre,blue,B,B,1,0.8,B|B|B|B|C
11,pre,blue,B,B,1,0.6,B|B|A|B|C
12,pre,red,C,C,1,0.8,C|C|A|C|C
13,pre,blue,B,B,1,1.0,B|B|B|B|B
14,pre,red,C,C,1,0.4,C|B|C|?|A
15,pre,red,C,C,1,0.6,B|C|C|C|A
16,pre,green,A,A,1,0.8,A|A|A|C|A
17,pre,blue,B,B,1,1.0,B|B|B|B|B
18,pre,green,A,A,1,0.8,A|A|A|A|B
19,pre,red,C,C,1,0.6,B|C|C|C|A
