step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,B,B,1,0.8,B|C|B|B|B
1,pre,blue,B,B,1,0.8,A|B|B|B|B
2,pre,blue,B,B,1,0.6,B|B|B|?|A
3,pre,red,B,C,0,0.4,B|A|C|B|C
4,pre,blue,B,B,1,0.6,B|B|A|B|C
5,pre,green,A,A,1,0.8,A|A|A|A|C
6,pre,green,A,A,1,0.8,A|A|A|A|C
7,pre,red,C,C,1,0.6,B|C|C|C|A
8,pre,red,B,C,0,0.8,B|B|A|B|B
9,pre,green,A,A,1,0.8,A|A|A|A|C
10,pre,blue,B,B,1,0.6,B|B|A|B|A
11,pre,green,A,A,1,0.8,B|A|A|A|A
12,pre,blue,B,B,1,1.0,B|B|B|B|B
13,pre,green,A,A,1,0.8,A|A|A|A|C
14,pre,green,A,A,1,0.8,A|A|B|A|A
15,pre,blue,B,B,1,0.8,B|B|B|B|A
16,pre,red,A,C,0,0.4,A|B|C|A|C
17,pre,green,A,A,1,0.8,A|A|A|A|B
18,pre,red,C,C,1,0.8,C|C|B|C|C
19,pre,green,A,A,1,0.6,?|A|A|A|C
