step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,C,B,0,0.4,A|C|B|B|C
1,pre,green,A,A,1,0.8,A|A|B|A|A
2,pre,green,A,A,1,0.8,A|A|A|B|A
3,pre,blue,B,B,1,0.8,B|B|B|B|C
4,pre,red,C,C,1,0.4,B|A|C|?|C
5,pre,green,A,A,1,0.6,A|A|A|B|C
6,pre,red,A,C,0,0.6,C|A|A|A|B
7,pre,green,A,A,1,0.8,A|A|A|A|B
8,pre,green,A,A,1,0.8,A|A|A|A|B
9,pre,blue,A,B,0,0.6,B|B|A|A|A
10,pre,green,A,A,1,1.0,A|A|A|A|A
11,pre,blue,B,B,1,0.4,A|B|?|B|C
12,pre,red,A,C,0,0.6,C|A|A|A|B
13,pre,red,B,C,0,0.4,B|B|A|A|C
14,pre,green,A,A,1,0.8,A|A|A|A|B
15,pre,blue,A,B,0,0.8,A|B|A|A|A
16,pre,blue,A,B,0,0.6,A|B|A|B|A
17,pre,green,A,A,1,0.6,B|B|A|A|A
18,pre,red,C,C,1,0.4,C|B|B|A|C
19,pre,green,A,A,1,0.8,A|A|A|A|C
