step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,q2,B,B,1,1.0,B|B|B|B|B
1,pre,q2,B,B,1,1.0,B|B|B|B|B
2,pre,q8,B,B,1,1.0,B|B|B|B|B
3,pre,q8,B,B,1,1.0,B|B|B|B|B
4,pre,q11,A,A,1,1.0,A|A|A|A|A
5,pre,q11,A,A,1,1.0,A|A|A|A|A
6,pre,q10,A,A,1,1.0,A|A|A|A|A
7,pre,q4,A,A,1,1.0,A|A|A|A|A
8,pre,q9,B,B,1,1.0,B|B|B|B|B
9,pre,q3,B,B,1,1.0,B|B|B|B|B
10,pre,q10,A,A,1,1.0,A|A|A|A|A
11,pre,q7,B,B,1,1.0,B|B|B|B|B
12,pre,q2,B,B,1,1.0,B|B|B|B|B
13,pre,q3,B,B,1,1.0,B|B|B|B|B
14,pre,q0,A,A,1,1.0,A|A|A|A|A
15,pre,q4,A,A,1,1.0,A|A|A|A|A
16,pre,q10,A,A,1,1.0,A|A|A|A|A
17,pre,q10,A,A,1,1.0,A|A|A|A|A
18,pre,q4,A,A,1,1.0,A|A|A|A|A
19,pre,q1,B,B,1,1.0,B|B|B|B|B
20,pre,q8,B,B,1,1.0,B|B|B|B|B
21,pre,q8,B,B,1,1.0,B|B|B|B|B
22,pre,q4,A,A,1,1.0,A|A|A|A|A
23,pre,q11,A,A,1,1.0,A|A|A|A|A
24,pre,q1,B,B,1,1.0,B|B|B|B|B
25,pre,q9,B,B,1,1.0,B|B|B|B|B
26,pre,q6,B,B,1,0.6,A|A|B|B|B
27,pre,q2,B,B,1,1.0,B|B|B|B|B
28,pre,q3,B,B,1,1.0,B|B|B|B|B
29,pre,q5,A,A,1,1.0,A|A|A|A|A
30,pre,q1,B,B,1,1.0,B|B|B|B|B
31,pre,q0,A,A,1,1.0,A|A|A|A|A
32,pre,q6,B,B,1,1.0,B|B|B|B|B
33,pre,q7,B,B,1,1.0,B|B|B|B|B
34,pre,q5,A,A,1,1.0,A|A|A|A|A
35,pre,q2,B,B,1,1.0,B|B|B|B|B
36,pre,q6,B,B,1,1.0,B|B|B|B|B
37,pre,q4,A,A,1,1.0,A|A|A|A|A
38,pre,q6,B,B,1,1.0,B|B|B|B|B
39,pre,q8,B,B,1,1.0,B|B|B|B|B
40,pre,q10,A,A,1,1.0,A|A|A|A|A
41,pre,q10,A,A,1,1.0,A|A|A|A|A
42,pre,q2,B,B,1,1.0,B|B|B|B|B
43,pre,q3,B,B,1,1.0,B|B|B|B|B
44,pre,q2,B,B,1,1.0,B|B|B|B|B
45,pre,q4,A,A,1,1.0,A|A|A|A|A
46,pre,q9,B,B,1,1.0,B|B|B|B|B
47,pre,q3,B,B,1,1.0,B|B|B|B|B
48,pre,q11,A,A,1,1.0,A|A|A|A|A
49,pre,q11,A,A,1,1.0,A|A|A|A|A
50,pre,q8,B,B,1,1.0,B|B|B|B|B
51,pre,q6,B,B,1,1.0,B|B|B|B|B
52,pre,q0,A,A,1,1.0,A|A|A|A|A
53,pre,q3,B,B,1,1.0,B|B|B|B|B
54,pre,q3,B,B,1,1.0,B|B|B|B|B
55,pre,q0,A,A,1,1.0,A|A|A|A|A
56,pre,q5,A,A,1,1.0,A|A|A|A|A
57,pre,q5,A,A,1,1.0,A|A|A|A|A
58,pre,q10,A,A,1,1.0,A|A|A|A|A
59,pre,q11,A,A,1,1.0,A|A|A|A|A
60,post,q6,B,B,1,1.0,B|B|B|B|B
61,post,q1,B,A,0,1.0,B|B|B|B|B
62,post,q7,B,A,0,1.0,B|B|B|B|B
63,post,q2,B,A,0,1.0,B|B|B|B|B
64,post,q11,A,B,0,1.0,A|A|A|A|A
65,post,q7,B,A,0,1.0,B|B|B|B|B
66,post,q8,B,A,0,1.0,B|B|B|B|B
67,post,q3,B,A,0,1.0,B|B|B|B|B
68,post,q8,B,A,0,1.0,B|B|B|B|B
69,post,q7,B,A,0,1.0,B|B|B|B|B
70,post,q9,B,B,1,1.0,B|B|B|B|B
71,post,q6,B,B,1,1.0,B|B|B|B|B
72,post,q2,B,A,0,1.0,B|B|B|B|B
73,post,q10,A,B,0,1.0,A|A|A|A|A
74,post,q6,B,B,1,1.0,B|B|B|B|B
75,post,q3,B,A,0,1.0,B|B|B|B|B
76,post,q7,B,A,0,1.0,B|B|B|B|B
77,post,q4,A,A,1,1.0,A|A|A|A|A
78,post,q7,B,A,0,1.0,B|B|B|B|B
79,post,q3,B,A,0,1.0,B|B|B|B|B
