step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,q10,A,B,0,0.6,A|A|A|B|B
1,pre,q10,B,B,1,1.0,B|B|B|B|B
2,pre,q1,A,B,0,0.8,A|A|A|B|A
3,pre,q9,B,B,1,1.0,B|B|B|B|B
4,pre,q9,B,B,1,1.0,B|B|B|B|B
5,pre,q5,B,A,0,1.0,B|B|B|B|B
6,pre,q6,A,A,1,0.6,A|A|B|B|A
7,pre,q5,A,A,1,0.6,B|A|A|A|B
8,pre,q3,B,A,0,1.0,B|B|B|B|B
9,pre,q10,B,B,1,1.0,B|B|B|B|B
10,pre,q2,B,A,0,1.0,B|B|B|B|B
11,pre,q9,B,B,1,1.0,B|B|B|B|B
12,pre,q7,B,A,0,1.0,B|B|B|B|B
13,pre,q1,B,B,1,0.8,A|B|B|B|B
14,pre,q1,B,B,1,1.0,B|B|B|B|B
15,pre,q6,A,A,1,1.0,A|A|A|A|A
16,pre,q9,B,B,1,1.0,B|B|B|B|B
17,pre,q1,B,B,1,1.0,B|B|B|B|B
18,pre,q8,B,B,1,1.0,B|B|B|B|B
19,pre,q10,B,B,1,1.0,B|B|B|B|B
20,pre,q2,A,A,1,1.0,A|A|A|A|A
21,pre,q11,B,B,1,1.0,B|B|B|B|B
22,pre,q0,A,A,1,0.6,A|A|A|B|B
23,pre,q8,B,B,1,1.0,B|B|B|B|B
24,pre,q2,A,A,1,1.0,A|A|A|A|A
25,pre,q1,B,B,1,1.0,B|B|B|B|B
26,pre,q9,B,B,1,1.0,B|B|B|B|B
27,pre,q3,B,A,0,0.6,B|A|B|A|B
28,pre,q6,A,A,1,1.0,A|A|A|A|A
29,pre,q8,B,B,1,1.0,B|B|B|B|B
30,pre,q7,A,A,1,1.0,A|A|A|A|A
31,pre,q6,A,A,1,1.0,A|A|A|A|A
32,pre,q7,A,A,1,1.0,A|A|A|A|A
33,pre,q9,B,B,1,1.0,B|B|B|B|B
34,pre,q8,B,B,1,1.0,B|B|B|B|B
35,pre,q10,B,B,1,1.0,B|B|B|B|B
36,pre,q7,A,A,1,1.0,A|A|A|A|A
37,pre,q7,A,A,1,1.0,A|A|A|A|A
38,pre,q0,A,A,1,1.0,A|A|A|A|A
39,pre,q7,A,A,1,1.0,A|A|A|A|A
40,pre,q4,A,A,1,1.0,A|A|A|A|A
41,pre,q2,A,A,1,1.0,A|A|A|A|A
42,pre,q0,A,A,1,1.0,A|A|A|A|A
43,pre,q6,A,A,1,1.0,A|A|A|A|A
44,pre,q6,A,A,1,1.0,A|A|A|A|A
45,pre,q10,B,B,1,1.0,B|B|B|B|B
46,pre,q7,A,A,1,1.0,A|A|A|A|A
47,pre,q0,A,A,1,1.0,A|A|A|A|A
48,pre,q7,A,A,1,1.0,A|A|A|A|A
49,pre,q3,A,A,1,0.8,A|A|B|A|A
50,pre,q6,A,A,1,1.0,A|A|A|A|A
51,pre,q9,B,B,1,1.0,B|B|B|B|B
52,pre,q9,B,B,1,1.0,B|B|B|B|B
53,pre,q5,A,A,1,1.0,A|A|A|A|A
54,pre,q1,B,B,1,1.0,B|B|B|B|B
55,pre,q2,A,A,1,1.0,A|A|A|A|A
56,pre,q1,B,B,1,1.0,B|B|B|B|B
57,pre,q1,B,B,1,1.0,B|B|B|B|B
58,pre,q3,A,A,1,1.0,A|A|A|A|A
59,pre,q10,B,B,1,1.0,B|B|B|B|B
60,post,q2,A,B,0,1.0,A|A|A|A|A
61,post,q10,B,A,0,1.0,B|B|B|B|B
62,post,q2,A,B,0,1.0,A|A|A|A|A
63,post,q3,A,B,0,1.0,A|A|A|A|A
64,post,q2,A,B,0,1.0,A|A|A|A|A
65,post,q5,A,B,0,1.0,A|A|A|A|A
66,post,q3,A,B,0,1.0,A|A|A|A|A
67,post,q2,A,B,0,0.8,A|A|A|B|A
68,post,q10,B,A,0,1.0,B|B|B|B|B
69,post,q9,B,A,0,1.0,B|B|B|B|B
70,post,q9,B,A,0,1.0,B|B|B|B|B
71,post,q8,B,A,0,1.0,B|B|B|B|B
72,post,q8,B,A,0,1.0,B|B|B|B|B
73,post,q7,A,B,0,1.0,A|A|A|A|A
74,post,q5,A,B,0,1.0,A|A|A|A|A
75,post,q4,A,B,0,1.0,A|A|A|A|A
76,post,q5,A,B,0,0.8,A|A|A|B|A
77,post,q7,A,B,0,1.0,A|A|A|A|A
78,post,q7,A,B,0,1.0,A|A|A|A|A
79,post,q7,A,B,0,1.0,A|A|A|A|A
