step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,q0,B,B,1,1.0,B|B|B|B|B
1,pre,q1,B,B,1,0.6,B|A|A|B|B
2,pre,q2,A,A,1,1.0,A|A|A|A|A
3,pre,q8,A,A,1,1.0,A|A|A|A|A
4,pre,q9,A,A,1,1.0,A|A|A|A|A
5,pre,q1,B,B,1,1.0,B|B|B|B|B
6,pre,q11,B,B,1,1.0,B|B|B|B|B
7,pre,q6,A,A,1,1.0,A|A|A|A|A
8,pre,q11,B,B,1,1.0,B|B|B|B|B
9,pre,q1,B,B,1,1.0,B|B|B|B|B
10,pre,q4,A,A,1,1.0,A|A|A|A|A
11,pre,q3,B,B,1,1.0,B|B|B|B|B
12,pre,q10,A,B,0,0.6,A|B|A|A|B
13,pre,q3,B,B,1,1.0,B|B|B|B|B
14,pre,q11,B,B,1,1.0,B|B|B|B|B
15,pre,q6,A,A,1,1.0,A|A|A|A|A
16,pre,q1,B,B,1,1.0,B|B|B|B|B
17,pre,q4,A,A,1,1.0,A|A|A|A|A
18,pre,q3,B,B,1,1.0,B|B|B|B|B
19,pre,q6,A,A,1,1.0,A|A|A|A|A
20,pre,q4,A,A,1,1.0,A|A|A|A|A
21,pre,q5,B,A,0,1.0,B|B|B|B|B
22,pre,q0,B,B,1,1.0,B|B|B|B|B
23,pre,q3,B,B,1,1.0,B|B|B|B|B
24,pre,q11,B,B,1,1.0,B|B|B|B|B
25,pre,q0,B,B,1,1.0,B|B|B|B|B
26,pre,q6,A,A,1,1.0,A|A|A|A|A
27,pre,q0,B,B,1,1.0,B|B|B|B|B
28,pre,q6,A,A,1,1.0,A|A|A|A|A
29,pre,q7,B,B,1,1.0,B|B|B|B|B
30,pre,q2,A,A,1,1.0,A|A|A|A|A
31,pre,q0,B,B,1,1.0,B|B|B|B|B
32,pre,q3,B,B,1,1.0,B|B|B|B|B
33,pre,q6,A,A,1,1.0,A|A|A|A|A
34,pre,q11,B,B,1,1.0,B|B|B|B|B
35,pre,q1,B,B,1,1.0,B|B|B|B|B
36,pre,q9,A,A,1,1.0,A|A|A|A|A
37,pre,q0,B,B,1,1.0,B|B|B|B|B
38,pre,q1,B,B,1,1.0,B|B|B|B|B
39,pre,q9,A,A,1,1.0,A|A|A|A|A
40,pre,q3,B,B,1,1.0,B|B|B|B|B
41,pre,q3,B,B,1,1.0,B|B|B|B|B
42,pre,q5,A,A,1,1.0,A|A|A|A|A
43,pre,q0,B,B,1,1.0,B|B|B|B|B
44,pre,q1,B,B,1,1.0,B|B|B|B|B
45,pre,q2,A,A,1,1.0,A|A|A|A|A
46,pre,q8,A,A,1,1.0,A|A|A|A|A
47,pre,q0,B,B,1,1.0,B|B|B|B|B
48,pre,q8,A,A,1,1.0,A|A|A|A|A
49,pre,q1,B,B,1,1.0,B|B|B|B|B
50,pre,q9,A,A,1,1.0,A|A|A|A|A
51,pre,q7,B,B,1,1.0,B|B|B|B|B
52,pre,q8,A,A,1,1.0,A|A|A|A|A
53,pre,q3,B,B,1,1.0,B|B|B|B|B
54,pre,q6,A,A,1,1.0,A|A|A|A|A
55,pre,q1,B,B,1,1.0,B|B|B|B|B
56,pre,q6,A,A,1,1.0,A|A|A|A|A
57,pre,q3,B,B,1,1.0,B|B|B|B|B
58,pre,q10,B,B,1,1.0,B|B|B|B|B
59,pre,q1,B,B,1,1.0,B|B|B|B|B
60,post,q11,B,B,1,1.0,B|B|B|B|B
61,post,q9,A,B,0,1.0,A|A|A|A|A
62,post,q2,A,B,0,1.0,A|A|A|A|A
63,post,q2,A,B,0,1.0,A|A|A|A|A
64,post,q9,A,B,0,1.0,A|A|A|A|A
65,post,q11,B,B,1,1.0,B|B|B|B|B
66,post,q0,B,A,0,1.0,B|B|B|B|B
67,post,q0,B,A,0,1.0,B|B|B|B|B
68,post,q4,A,B,0,1.0,A|A|A|A|A
69,post,q8,A,A,1,1.0,A|A|A|A|A
70,post,q10,B,A,0,1.0,B|B|B|B|B
71,post,q9,A,B,0,1.0,A|A|A|A|A
72,post,q2,A,B,0,1.0,A|A|A|A|A
73,post,q11,B,B,1,1.0,B|B|B|B|B
74,post,q4,A,B,0,1.0,A|A|A|A|A
75,post,q11,B,B,1,1.0,B|B|B|B|B
76,post,q9,A,B,0,1.0,A|A|A|A|A
77,post,q0,B,A,0,1.0,B|B|B|B|B
78,post,q1,B,A,0,1.0,B|B|B|B|B
79,post,q11,B,B,1,1.0,B|B|B|B|B
