step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,q2,A,B,0,1.0,A|A|A|A|A
1,pre,q3,B,B,1,0.6,A|A|B|B|B
2,pre,q6,B,A,0,0.8,B|A|B|B|B
3,pre,q6,A,A,1,1.0,A|A|A|A|A
4,pre,q10,B,A,0,1.0,B|B|B|B|B
5,pre,q10,A,A,1,1.0,A|A|A|A|A
6,pre,q9,B,B,1,1.0,B|B|B|B|B
7,pre,q8,B,A,0,1.0,B|B|B|B|B
8,pre,q3,B,B,1,1.0,B|B|B|B|B
9,pre,q8,A,A,1,1.0,A|A|A|A|A
10,pre,q10,A,A,1,1.0,A|A|A|A|A
11,pre,q6,A,A,1,1.0,A|A|A|A|A
12,pre,q4,A,B,0,0.6,A|A|B|B|A
13,pre,q4,B,B,1,1.0,B|B|B|B|B
14,pre,q8,A,A,1,1.0,A|A|A|A|A
15,pre,q3,B,B,1,1.0,B|B|B|B|B
16,pre,q6,A,A,1,1.0,A|A|A|A|A
17,pre,q7,B,B,1,1.0,B|B|B|B|B
18,pre,q8,A,A,1,1.0,A|A|A|A|A
19,pre,q2,A,B,0,0.6,A|A|B|B|A
20,pre,q4,B,B,1,1.0,B|B|B|B|B
21,pre,q4,B,B,1,1.0,B|B|B|B|B
22,pre,q9,B,B,1,1.0,B|B|B|B|B
23,pre,q11,B,B,1,1.0,B|B|B|B|B
24,pre,q10,A,A,1,1.0,A|A|A|A|A
25,pre,q7,B,B,1,1.0,B|B|B|B|B
26,pre,q6,A,A,1,1.0,A|A|A|A|A
27,pre,q9,B,B,1,1.0,B|B|B|B|B
28,pre,q1,B,A,0,1.0,B|B|B|B|B
29,pre,q11,B,B,1,1.0,B|B|B|B|B
30,pre,q5,A,B,0,0.6,A|A|A|B|B
31,pre,q2,A,B,0,0.8,A|A|A|B|A
32,pre,q4,B,B,1,1.0,B|B|B|B|B
33,pre,q2,B,B,1,0.6,A|A|B|B|B
34,pre,q11,B,B,1,1.0,B|B|B|B|B
35,pre,q5,B,B,1,1.0,B|B|B|B|B
36,pre,q1,A,A,1,1.0,A|A|A|A|A
37,pre,q8,A,A,1,1.0,A|A|A|A|A
38,pre,q6,A,A,1,1.0,A|A|A|A|A
39,pre,q2,B,B,1,1.0,B|B|B|B|B
40,pre,q6,A,A,1,1.0,A|A|A|A|A
41,pre,q10,A,A,1,1.0,A|A|A|A|A
42,pre,q10,A,A,1,1.0,A|A|A|A|A
43,pre,q6,A,A,1,1.0,A|A|A|A|A
44,pre,q7,B,B,1,1.0,B|B|B|B|B
45,pre,q4,B,B,1,1.0,B|B|B|B|B
46,pre,q9,B,B,1,1.0,B|B|B|B|B
47,pre,q10,A,A,1,1.0,A|A|A|A|A
48,pre,q2,B,B,1,1.0,B|B|B|B|B
49,pre,q5,B,B,1,1.0,B|B|B|B|B
50,pre,q11,B,B,1,1.0,B|B|B|B|B
51,pre,q11,B,B,1,1.0,B|B|B|B|B
52,pre,q10,A,A,1,1.0,A|A|A|A|A
53,pre,q11,B,B,1,1.0,B|B|B|B|B
54,pre,q11,B,B,1,1.0,B|B|B|B|B
55,pre,q10,A,A,1,1.0,A|A|A|A|A
56,pre,q3,B,B,1,1.0,B|B|B|B|B
57,pre,q10,A,A,1,1.0,A|A|A|A|A
58,pre,q4,B,B,1,1.0,B|B|B|B|B
59,pre,q0,B,B,1,1.0,B|B|B|B|B
60,post,q0,B,B,1,1.0,B|B|B|B|B
61,post,q6,A,A,1,1.0,A|A|A|A|A
62,post,q6,A,A,1,1.0,A|A|A|A|A
63,post,q8,A,B,0,1.0,A|A|A|A|A
64,post,q2,B,A,0,1.0,B|B|B|B|B
65,post,q6,A,A,1,1.0,A|A|A|A|A
66,post,q2,B,A,0,0.8,B|A|B|B|B
67,post,q4,B,A,0,1.0,B|B|B|B|B
68,post,q0,B,B,1,1.0,B|B|B|B|B
69,post,q0,B,B,1,1.0,B|B|B|B|B
70,post,q11,B,A,0,1.0,B|B|B|B|B
71,post,q0,B,B,1,1.0,B|B|B|B|B
72,post,q10,A,B,0,1.0,A|A|A|A|A
73,post,q4,B,A,0,1.0,B|B|B|B|B
74,post,q1,A,B,0,1.0,A|A|A|A|A
75,post,q0,B,B,1,1.0,B|B|B|B|B
76,post,q10,A,B,0,1.0,A|A|A|A|A
77,post,q8,A,B,0,1.0,A|A|A|A|A
78,post,q0,B,B,1,1.0,B|B|B|B|B
79,post,q0,B,B,1,1.0,B|B|B|B|B
