step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,Harbour Works,Petrov,Navarro,0,0.6,Navarro|Petrov|Petrov|Quinn|Petrov
1,pre,Acme Corp,Quinn,Okafor,0,0.8,Quinn|Quinn|Quinn|Quinn|Petrov
2,pre,Granite Holdings,Petrov,Okafor,0,0.6,Petrov|Quinn|Petrov|Petrov|Navarro
3,pre,Cascade Group,Petrov,Kim,0,0.6,Petrov|Petrov|Petrov|Quinn|Quinn
4,pre,Acme Corp,Petrov,Okafor,0,0.8,Navarro|Petrov|Petrov|Petrov|Petrov
5,pre,Eastgate Trust,Quinn,Petrov,0,0.6,Quinn|Quinn|Petrov|Quinn|Petrov
6,pre,Borealis Ltd,Petrov,Okafor,0,1.0,Petrov|Petrov|Petrov|Petrov|Petrov
7,pre,Granite Holdings,Quinn,Okafor,0,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
8,pre,Dovetail Inc,Petrov,Navarro,0,0.6,Quinn|Petrov|Petrov|Quinn|Petrov
9,pre,Acme Corp,Navarro,Okafor,0,1.0,Navarro|Navarro|Navarro|Navarro|Navarro
10,pre,Cascade Group,Quinn,Kim,0,0.8,Quinn|Quinn|Quinn|Navarro|Quinn
11,pre,Harbour Works,Quinn,Navarro,0,0.8,Navarro|Quinn|Quinn|Quinn|Quinn
12,pre,Acme Corp,Okafor,Okafor,1,0.8,Okafor|Okafor|Okafor|Okafor|Kim
13,pre,Borealis Ltd,Quinn,Okafor,0,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
14,pre,Harbour Works,Navarro,Navarro,1,1.0,Navarro|Navarro|Navarro|Navarro|Navarro
15,pre,Acme Corp,Okafor,Okafor,1,1.0,Okafor|Okafor|Okafor|Okafor|Okafor
16,pre,Cascade Group,Navarro,Kim,0,1.0,Navarro|Navarro|Navarro|Navarro|Navarro
17,pre,Acme Corp,Okafor,Okafor,1,1.0,Okafor|Okafor|Okafor|Okafor|Okafor
18,pre,Keystone Partners,Quinn,Petrov,0,0.4,Petrov|Quinn|Navarro|Quinn|Kim
19,pre,Granite Holdings,Navarro,Okafor,0,0.8,Navarro|Navarro|Navarro|Kim|Navarro
20,post,Borealis Ltd,Navarro,Navarro,1,0.8,Navarro|Okafor|Navarro|Navarro|Navarro
21,post,Acme Corp,Okafor,Petrov,0,1.0,Okafor|Okafor|Okafor|Okafor|Okafor
22,post,Acme Corp,Quinn,Petrov,0,0.6,Okafor|Quinn|Quinn|Quinn|Okafor
23,post,Cascade Group,Okafor,Petrov,0,1.0,Okafor|Okafor|Okafor|Okafor|Okafor
24,post,Junction Labs,Quinn,Petrov,0,0.6,Quinn|Quinn|Petrov|Quinn|Petrov
25,post,Acme Corp,Okafor,Petrov,0,0.6,Okafor|Petrov|Petrov|Okafor|Okafor
26,post,Cascade Group,Lee,Petrov,0,0.8,Lee|Lee|Lee|Lee|Kim
27,post,Eastgate Trust,Petrov,Quinn,0,0.6,Navarro|Petrov|Petrov|Navarro|Petrov
28,post,Cascade Group,Kim,Petrov,0,1.0,Kim|Kim|Kim|Kim|Kim
29,post,Granite Holdings,Okafor,Quinn,0,0.6,Kim|Okafor|Okafor|Lee|Okafor
30,post,Cascade Group,Kim,Petrov,0,1.0,Kim|Kim|Kim|Kim|Kim
31,post,Keystone Partners,Petrov,Kim,0,0.8,Petrov|Petrov|Navarro|Petrov|Petrov
32,post,Dovetail Inc,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
33,post,Cascade Group,Petrov,Petrov,1,1.0,Petrov|Petrov|Petrov|Petrov|Petrov
34,post,Borealis Ltd,Navarro,Navarro,1,1.0,Navarro|Navarro|Navarro|Navarro|Navarro
35,post,Dovetail Inc,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
36,post,Borealis Ltd,Navarro,Navarro,1,1.0,Navarro|Navarro|Navarro|Navarro|Navarro
37,post,Cascade Group,Petrov,Petrov,1,1.0,Petrov|Petrov|Petrov|Petrov|Petrov
38,post,Acme Corp,Okafor,Petrov,0,0.4,Okafor|Quinn|Petrov|Petrov|Okafor
39,post,Acme Corp,Okafor,Petrov,0,0.4,Okafor|Quinn|Petrov|Petrov|Okafor
