step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,Harbour Works,Petrov,Lee,0,0.6,Petrov|Petrov|Petrov|Quinn|Kim
1,pre,Cascade Group,Petrov,Okafor,0,0.6,Petrov|Petrov|Navarro|Quinn|Petrov
2,pre,Dovetail Inc,Petrov,Okafor,0,0.6,Quinn|Petrov|Petrov|Quinn|Petrov
3,pre,Cascade Group,Quinn,Okafor,0,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
4,pre,Dovetail Inc,Quinn,Okafor,0,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
5,pre,Borealis Ltd,Petrov,Petrov,1,1.0,Petrov|Petrov|Petrov|Petrov|Petrov
6,pre,Acme Corp,Petrov,Okafor,0,0.8,Petrov|Petrov|Quinn|Petrov|Petrov
7,pre,Lantern Industries,Quinn,Petrov,0,0.6,Navarro|Quinn|Petrov|Quinn|Quinn
8,pre,Lantern Industries,Navarro,Petrov,0,0.6,Navarro|Navarro|Petrov|Petrov|Navarro
9,pre,Harbour Works,Quinn,Lee,0,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
10,pre,Eastgate Trust,Petrov,Petrov,1,0.6,Petrov|Quinn|Petrov|Quinn|Petrov
11,pre,Acme Corp,Quinn,Okafor,0,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
12,pre,Acme Corp,Navarro,Okafor,0,1.0,Navarro|Navarro|Navarro|Navarro|Navarro
13,pre,Acme Corp,Okafor,Okafor,1,1.0,Okafor|Okafor|Okafor|Okafor|Okafor
14,pre,Acme Corp,Okafor,Okafor,1,1.0,Okafor|Okafor|Okafor|Okafor|Okafor
15,pre,Fairwind Co,Petrov,Petrov,1,0.4,Petrov|Petrov|Navarro|Quinn|Quinn
16,pre,Borealis Ltd,Petrov,Petrov,1,0.8,Petrov|Petrov|Quinn|Petrov|Petrov
17,pre,Harbour Works,Navarro,Lee,0,1.0,Navarro|Navarro|Navarro|Navarro|Navarro
18,pre,Borealis Ltd,Petrov,Petrov,1,1.0,Petrov|Petrov|Petrov|Petrov|Petrov
19,pre,Keystone Partners,Quinn,Quinn,1,0.4,Quinn|Quinn|Navarro|Petrov|Petrov
20,post,Harbour Works,Okafor,Kim,0,1.0,Okafor|Okafor|Okafor|Okafor|Okafor
21,post,Acme Corp,Okafor,Lee,0,1.0,Okafor|Okafor|Okafor|Okafor|Okafor
22,post,Acme Corp,Okafor,Lee,0,0.8,Okafor|Okafor|Kim|Okafor|Okafor
23,post,Ivory Systems,Petrov,Quinn,0,0.6,Petrov|Quinn|Petrov|Quinn|Petrov
24,post,Borealis Ltd,Petrov,Kim,0,1.0,Petrov|Petrov|Petrov|Petrov|Petrov
25,post,Lantern Industries,Petrov,Lee,0,0.8,Petrov|Petrov|Petrov|Petrov|Okafor
26,post,Borealis Ltd,Petrov,Kim,0,0.8,Petrov|Petrov|Quinn|Petrov|Petrov
27,post,Acme Corp,Okafor,Lee,0,0.8,Okafor|Okafor|Petrov|Okafor|Okafor
28,post,Dovetail Inc,Navarro,Petrov,0,0.8,Navarro|Okafor|Navarro|Navarro|Navarro
29,post,Fairwind Co,Petrov,Okafor,0,0.8,Petrov|Petrov|Quinn|Petrov|Petrov
30,post,Acme Corp,Okafor,Lee,0,0.6,Okafor|Quinn|Petrov|Okafor|Okafor
31,post,Acme Corp,Okafor,Lee,0,0.4,Okafor|Quinn|Petrov|Quinn|Okafor
32,post,Borealis Ltd,Quinn,Kim,0,0.6,Petrov|Quinn|Quinn|Quinn|Petrov
33,post,Keystone Partners,Quinn,Navarro,0,0.8,Quinn|Quinn|Navarro|Quinn|Quinn
34,post,Fairwind Co,Quinn,Okafor,0,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
35,post,Acme Corp,Petrov,Lee,0,0.8,Petrov|Petrov|Petrov|Petrov|Quinn
36,post,Acme Corp,Quinn,Lee,0,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
37,post,Acme Corp,Navarro,Lee,0,0.8,Navarro|Navarro|Navarro|Navarro|Kim
38,post,Acme Corp,Kim,Lee,0,0.8,Lee|Kim|Kim|Kim|Kim
39,post,Granite Holdings,Petrov,Kim,0,0.8,Petrov|Kim|Petrov|Petrov|Petrov
