step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,B,B,1,0.6,A|A|B|B|B
1,pre,red,B,C,0,0.6,C|B|C|B|B
2,pre,blue,C,B,0,0.6,B|A|C|C|C
3,pre,green,A,A,1,0.4,A|A|C|B|C
4,pre,red,C,C,1,0.8,A|C|C|C|C
5,pre,red,C,C,1,0.6,C|C|C|B|A
6,pre,blue,B,B,1,0.4,B|A|A|B|C
7,pre,blue,B,B,1,0.6,B|B|B|C|C
8,pre,blue,B,B,1,1.0,B|B|B|B|B
9,pre,blue,B,B,1,0.8,B|B|B|B|C
10,post,red,C,A,0,0.6,C|A|C|B|C
11,post,green,A,B,0,0.6,A|A|A|B|B
12,post,red,B,A,0,0.6,A|B|B|B|A
13,post,blue,B,B,1,0.6,A|B|B|B|C
14,post,blue,B,B,1,0.4,B|A|A|B|C
15,post,green,B,B,1,0.8,A|B|B|B|B
16,post,green,B,B,1,0.6,A|B|A|B|B
17,post,red,C,A,0,0.6,A|A|C|C|C
18,post,red,B,A,0,0.8,B|A|B|B|B
19,post,blue,B,B,1,0.6,B|B|B|A|A
