step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,B,B,1,0.4,B|A|C|B|C
1,pre,green,A,A,1,0.6,A|C|A|A|B
2,pre,green,A,A,1,0.6,A|A|A|C|B
3,pre,blue,B,B,1,0.6,B|A|B|B|C
4,pre,red,C,C,1,0.4,C|A|B|C|A
5,pre,green,A,A,1,0.6,A|A|A|C|B
6,pre,red,C,C,1,0.6,C|C|B|B|C
7,pre,green,A,A,1,0.6,A|A|C|A|B
8,pre,green,B,A,0,0.6,A|A|B|B|B
9,pre,blue,B,B,1,0.6,B|A|B|B|C
10,post,green,A,A,1,0.4,A|A|B|B|C
11,post,blue,B,C,0,0.4,B|A|B|A|C
12,post,red,B,C,0,0.4,C|B|B|A|A
13,post,red,B,C,0,0.6,A|C|B|B|B
14,post,green,B,A,0,0.6,A|B|B|B|C
15,post,blue,B,C,0,0.6,B|B|C|C|B
16,post,blue,C,C,1,0.6,B|C|C|B|C
17,post,green,A,A,1,0.6,A|A|A|B|C
18,post,red,C,C,1,0.6,C|C|B|B|C
19,post,green,A,A,1,0.4,A|A|B|B|C
