step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,red,C,C,1,0.8,C|C|C|B|C
1,pre,green,A,A,1,0.6,A|A|A|C|C
2,pre,red,C,C,1,0.4,C|A|A|B|C
3,pre,red,B,C,0,0.4,B|A|B|?|C
4,pre,blue,B,B,1,0.6,B|A|A|B|B
5,pre,blue,B,B,1,0.8,B|A|B|B|B
6,pre,green,A,A,1,0.4,A|A|B|B|C
7,pre,blue,A,B,0,0.4,A|A|B|B|C
8,pre,red,A,C,0,0.6,C|A|A|A|C
9,pre,green,B,A,0,0.6,A|B|A|B|B
10,post,red,B,A,0,0.6,C|B|B|B|C
11,post,green,A,A,1,0.8,A|A|A|A|C
12,post,blue,A,C,0,0.4,B|A|A|C|C
13,post,red,C,A,0,0.4,C|A|A|B|C
14,post,green,B,A,0,0.6,A|B|A|B|B
15,post,green,A,A,1,0.4,A|A|B|B|C
16,post,green,C,A,0,0.6,A|C|B|C|C
17,post,blue,A,C,0,0.4,A|A|B|B|C
18,post,green,A,A,1,0.4,A|A|C|B|B
19,post,red,C,A,0,0.4,B|A|C|C|?
