step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,green,A,A,1,0.8,A|A|A|A|B
1,pre,red,A,C,0,0.6,C|A|A|A|C
2,pre,green,A,A,1,0.4,A|A|C|B|C
3,pre,red,C,C,1,0.8,C|C|C|C|A
4,pre,red,C,C,1,0.8,C|C|C|B|C
5,pre,blue,B,B,1,0.6,B|A|B|?|B
6,pre,blue,B,B,1,0.8,B|B|B|B|C
7,pre,blue,B,B,1,0.6,B|B|B|A|A
8,pre,red,C,C,1,0.6,C|C|B|B|C
9,pre,green,B,A,0,0.6,A|A|B|B|B
10,post,red,C,A,0,0.4,C|A|C|B|A
11,post,red,A,A,1,0.6,A|A|A|B|C
12,post,red,A,A,1,0.4,A|A|C|B|C
13,post,red,A,A,1,0.4,A|A|C|B|C
14,post,blue,B,C,0,0.8,B|A|B|B|B
15,post,blue,C,C,1,0.6,C|A|C|B|C
16,post,blue,B,C,0,0.6,C|A|B|B|B
17,post,red,A,A,1,0.4,A|A|C|B|C
18,post,blue,A,C,0,0.6,A|C|A|A|C
19,post,green,B,B,1,0.6,B|A|B|B|C
