step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,red,C,C,1,0.6,C|A|C|?|C
1,pre,red,C,C,1,0.6,C|A|C|C|A
2,pre,green,A,A,1,0.6,A|A|A|B|B
3,pre,green,A,A,1,0.6,A|A|A|C|C
4,pre,blue,B,B,1,0.4,B|B|A|C|C
5,pre,green,B,A,0,0.6,A|A|B|B|B
6,pre,blue,B,B,1,0.6,B|A|B|A|B
7,pre,green,A,A,1,0.8,A|A|A|A|C
8,pre,blue,A,B,0,0.6,B|A|A|A|C
9,pre,blue,A,B,0,0.6,A|A|B|A|B
10,post,green,A,B,0,0.8,A|A|B|A|A
11,post,green,A,B,0,0.8,A|A|A|A|C
12,post,blue,B,C,0,0.4,B|A|A|B|C
13,post,blue,C,C,1,0.6,C|B|C|B|C
14,post,blue,C,C,1,0.8,C|C|C|B|C
15,post,green,B,B,1,0.6,A|B|C|B|B
16,post,blue,C,C,1,0.6,C|A|C|B|C
17,post,green,B,B,1,0.6,B|C|A|B|B
18,post,red,A,A,1,0.4,A|A|C|B|C
19,post,blue,C,C,1,0.8,C|C|C|B|C
