step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,green,A,A,1,0.8,A|A|A|A|B
1,pre,blue,A,B,0,0.8,A|A|A|A|C
2,pre,red,C,C,1,0.6,A|C|C|A|C
3,pre,red,B,C,0,0.6,C|B|B|B|C
4,pre,blue,B,B,1,0.8,B|A|B|B|B
5,pre,blue,B,B,1,0.8,B|A|B|B|B
6,pre,blue,B,B,1,0.8,B|B|B|A|B
7,pre,green,B,A,0,0.6,A|B|A|B|B
8,pre,green,A,A,1,0.6,A|A|A|B|C
9,pre,red,A,C,0,0.4,A|C|A|B|C
10,post,green,A,B,0,1.0,A|A|A|A|A
11,post,red,C,C,1,0.8,C|C|C|A|C
12,post,red,B,C,0,0.8,B|C|B|B|B
13,post,blue,B,C,0,0.6,B|B|A|B|C
14,post,red,A,C,0,0.4,A|A|C|B|B
15,post,red,C,C,1,0.6,C|C|A|A|C
16,post,blue,B,C,0,0.4,B|C|C|B|A
17,post,green,A,B,0,0.6,A|A|A|B|B
18,post,red,C,C,1,0.6,C|C|C|A|A
19,post,green,A,B,0,0.4,A|A|C|B|C
