step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,red,C,C,1,0.6,C|A|A|C|C
1,pre,red,C,C,1,0.4,C|A|C|B|B
2,pre,blue,A,B,0,0.4,A|C|A|B|B
3,pre,red,B,C,0,0.6,C|B|B|B|C
4,pre,green,B,A,0,0.6,A|B|B|B|C
5,pre,red,C,C,1,0.4,A|C|B|B|C
6,pre,red,B,C,0,0.6,C|A|B|B|B
7,pre,red,C,C,1,0.6,C|C|B|B|C
8,pre,red,C,C,1,0.8,C|C|C|B|C
9,pre,red,C,C,1,0.6,C|A|C|C|B
10,post,green,A,B,0,0.6,A|A|A|B|C
11,post,blue,B,C,0,0.8,A|B|B|B|B
12,post,green,A,B,0,0.6,A|A|A|C|B
13,post,blue,B,C,0,0.8,B|C|B|B|B
14,post,red,C,A,0,0.6,C|A|C|B|C
15,post,blue,B,C,0,0.6,B|C|A|B|B
16,post,blue,A,C,0,0.4,A|A|B|B|C
17,post,green,A,B,0,0.4,A|C|B|A|C
18,post,red,B,A,0,0.8,B|A|B|B|B
19,post,green,A,B,0,0.8,A|A|A|?|A
