step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,red,C,C,1,0.8,A|C|C|C|C
1,pre,red,B,C,0,0.6,C|B|C|B|B
2,pre,blue,A,B,0,0.4,A|B|C|A|B
3,pre,red,B,C,0,0.8,B|B|C|B|B
4,pre,green,A,A,1,0.6,A|A|A|B|C
5,pre,red,C,C,1,0.4,C|A|B|B|C
6,pre,red,C,C,1,0.6,C|C|A|C|A
7,pre,red,A,C,0,0.4,A|C|A|B|B
8,pre,red,C,C,1,0.4,C|A|A|B|C
9,pre,red,C,C,1,0.6,C|A|C|B|C
10,post,green,A,B,0,0.6,A|A|A|C|C
11,post,blue,B,B,1,0.4,B|A|A|B|C
12,post,green,A,B,0,0.6,A|A|A|B|C
13,post,blue,A,B,0,0.6,A|A|A|C|B
14,post,red,B,C,0,0.6,A|B|A|B|B
15,post,blue,B,B,1,0.8,A|B|B|B|B
16,post,blue,B,B,1,0.6,A|B|B|B|C
17,post,green,A,B,0,0.4,A|A|B|B|C
18,post,red,A,C,0,0.4,A|B|C|A|C
19,post,green,A,B,0,0.8,A|A|A|A|B
