step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,B,B,1,0.4,B|C|A|B|C
1,pre,blue,B,B,1,0.6,B|A|A|B|B
2,pre,blue,B,B,1,0.8,B|B|B|B|C
3,pre,red,B,C,0,0.6,C|A|B|B|B
4,pre,blue,B,B,1,0.4,B|A|B|C|C
5,pre,green,A,A,1,0.6,A|A|A|B|B
6,pre,green,A,A,1,0.4,A|B|A|B|C
7,pre,red,C,C,1,0.6,C|A|C|B|C
8,pre,red,C,C,1,0.4,C|A|C|B|B
9,pre,green,B,A,0,0.6,A|A|B|B|B
10,post,blue,B,B,1,0.6,A|A|B|B|B
11,post,green,A,A,1,0.6,A|A|B|A|C
12,post,blue,B,B,1,1.0,B|B|B|B|B
13,post,green,A,A,1,0.6,A|A|A|C|C
14,post,green,A,A,1,0.6,A|A|A|B|C
15,post,blue,B,B,1,0.6,B|A|B|B|C
16,post,red,B,A,0,0.6,B|A|C|B|B
17,post,green,A,A,1,0.4,A|A|B|B|C
18,post,red,A,A,1,0.6,A|A|C|A|B
19,post,green,A,A,1,0.4,A|A|C|B|C
