step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,red,C,C,1,0.6,C|C|C|A|B
1,pre,red,C,C,1,0.6,C|A|C|B|C
2,pre,blue,A,B,0,0.4,A|C|A|B|C
3,pre,red,C,C,1,0.8,C|C|C|A|C
4,pre,green,B,A,0,0.6,A|B|B|B|A
5,pre,red,C,C,1,0.4,C|C|A|B|B
6,pre,red,B,C,0,0.8,B|B|B|B|C
7,pre,red,B,C,0,0.6,B|C|A|B|B
8,pre,red,C,C,1,0.6,C|C|B|B|C
9,pre,red,A,C,0,0.4,A|C|A|B|B
10,post,green,A,B,0,0.6,A|A|A|B|B
11,post,blue,B,B,1,0.6,A|A|B|B|B
12,post,green,A,B,0,0.4,A|A|B|B|C
13,post,blue,B,B,1,0.4,B|B|A|C|C
14,post,red,A,A,1,0.6,A|A|B|A|B
15,post,blue,A,B,0,0.6,A|A|A|C|B
16,post,blue,B,B,1,0.6,A|B|A|B|B
17,post,green,A,B,0,0.4,A|A|B|B|C
18,post,red,B,A,0,0.6,B|B|A|A|B
19,post,green,B,B,1,0.6,A|B|A|B|B
