step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,B,B,1,0.4,B|B|A|?|C
1,pre,blue,B,B,1,0.6,B|A|B|C|B
2,pre,blue,B,B,1,0.6,A|B|B|C|B
3,pre,red,C,C,1,0.4,C|B|C|B|A
4,pre,blue,B,B,1,0.6,B|A|B|B|C
5,pre,green,A,A,1,0.4,A|A|C|C|B
6,pre,green,A,A,1,0.8,A|A|A|A|C
7,pre,red,B,C,0,0.6,B|B|C|C|B
8,pre,red,A,C,0,0.4,A|B|A|B|C
9,pre,green,A,A,1,1.0,A|A|A|A|A
10,post,blue,B,C,0,0.6,B|B|A|B|C
11,post,green,B,A,0,0.8,A|B|B|B|B
12,post,blue,B,C,0,0.8,B|A|B|B|B
13,post,green,B,A,0,0.6,A|B|B|B|C
14,post,green,A,A,1,0.4,A|A|C|B|C
15,post,blue,B,C,0,0.6,B|A|B|B|C
16,post,red,B,C,0,0.4,B|A|C|B|C
17,post,green,B,A,0,0.4,B|A|C|C|B
18,post,red,A,C,0,0.4,A|A|C|B|B
19,post,green,A,A,1,0.4,A|A|C|B|B
