step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,Acme Corp,Petrov,Quinn,0,0.6,Navarro|Petrov|Petrov|Quinn|Petrov
1,pre,Acme Corp,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
2,pre,Acme Corp,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
3,pre,Fairwind Co,Quinn,Quinn,1,0.6,Quinn|Petrov|Quinn|Quinn|Petrov
4,pre,Acme Corp,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
5,pre,Acme Corp,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
6,pre,Dovetail Inc,Petrov,Navarro,0,0.6,Quinn|Petrov|Petrov|Quinn|Petrov
7,pre,Ivory Systems,Quinn,Petrov,0,0.6,Petrov|Kim|Quinn|Quinn|Quinn
8,pre,Acme Corp,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
9,pre,Acme Corp,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
10,pre,Harbour Works,Petrov,Navarro,0,0.6,Petrov|Petrov|Petrov|Quinn|Quinn
11,pre,Cascade Group,Quinn,Lee,0,0.6,Quinn|Petrov|Quinn|Quinn|Petrov
12,pre,Acme Corp,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
13,pre,Granite Holdings,Petrov,Kim,0,1.0,Petrov|Petrov|Petrov|Petrov|Petrov
14,pre,Dovetail Inc,Quinn,Navarro,0,0.6,Navarro|Quinn|Navarro|Quinn|Quinn
15,pre,Acme Corp,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
16,pre,Eastgate Trust,Petrov,Quinn,0,0.6,Petrov|Quinn|Petrov|Quinn|Petrov
17,pre,Borealis Ltd,Petrov,Quinn,0,1.0,Petrov|Petrov|Petrov|Petrov|Petrov
18,pre,Eastgate Trust,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
19,pre,Ivory Systems,Petrov,Petrov,1,0.8,Petrov|Petrov|Petrov|Petrov|Navarro
20,pre,Junction Labs,Quinn,Lee,0,0.6,Quinn|Navarro|Petrov|Quinn|Quinn
21,pre,Acme Corp,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
22,pre,Granite Holdings,Quinn,Kim,0,0.8,Navarro|Quinn|Quinn|Quinn|Quinn
23,pre,Acme Corp,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
24,pre,Borealis Ltd,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
25,pre,Eastgate Trust,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
26,pre,Acme Corp,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
27,pre,Acme Corp,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
28,pre,Fairwind Co,Quinn,Quinn,1,0.8,Quinn|Quinn|Petrov|Quinn|Quinn
29,pre,Borealis Ltd,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
30,pre,Acme Corp,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
31,pre,Ivory Systems,Petrov,Petrov,1,1.0,Petrov|Petrov|Petrov|Petrov|Petrov
32,pre,Acme Corp,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
33,pre,Acme Corp,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
34,pre,Acme Corp,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
35,pre,Acme Corp,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
36,pre,Acme Corp,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
37,pre,Fairwind Co,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
38,pre,Acme Corp,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
39,pre,Granite Holdings,Navarro,Kim,0,0.8,Navarro|Navarro|Navarro|Kim|Navarro
40,pre,Granite Holdings,Okafor,Kim,0,0.8,Okafor|Okafor|Okafor|Kim|Okafor
41,pre,Eastgate Trust,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
42,pre,Borealis Ltd,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
43,pre,Borealis Ltd,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
44,pre,Fairwind Co,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
45,pre,Eastgate Trust,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
46,pre,Harbour Works,Quinn,Navarro,0,0.8,Navarro|Quinn|Quinn|Quinn|Quinn
47,pre,Acme Corp,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
48,pre,Junction Labs,Petrov,Lee,0,0.6,Petrov|Navarro|Petrov|Navarro|Petrov
49,pre,Cascade Group,Petrov,Lee,0,1.0,Petrov|Petrov|Petrov|Petrov|Petrov
50,pre,Acme Corp,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
51,pre,Cascade Group,Navarro,Lee,0,1.0,Navarro|Navarro|Navarro|Navarro|Navarro
52,pre,Acme Corp,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
53,pre,Borealis Ltd,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
54,pre,Dovetail Inc,Navarro,Navarro,1,1.0,Navarro|Navarro|Navarro|Navarro|Navarro
55,pre,Keystone Partners,Quinn,Kim,0,0.6,Quinn|Quinn|Navarro|Quinn|Petrov
56,pre,Fairwind Co,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
57,pre,Dovetail Inc,Navarro,Navarro,1,1.0,Navarro|Navarro|Navarro|Navarro|Navarro
58,pre,Fairwind Co,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
59,pre,Acme Corp,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
60,post,Cascade Group,Okafor,Kim,0,0.8,Lee|Okafor|Okafor|Okafor|Okafor
61,post,Eastgate Trust,Quinn,Okafor,0,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
62,post,Acme Corp,Quinn,Petrov,0,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
63,post,Junction Labs,Navarro,Kim,0,0.8,Okafor|Navarro|Navarro|Navarro|Navarro
64,post,Fairwind Co,Quinn,Petrov,0,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
65,post,Ivory Systems,Petrov,Lee,0,1.0,Petrov|Petrov|Petrov|Petrov|Petrov
66,post,Ivory Systems,Petrov,Lee,0,1.0,Petrov|Petrov|Petrov|Petrov|Petrov
67,post,Harbour Works,Navarro,Lee,0,1.0,Navarro|Navarro|Navarro|Navarro|Navarro
68,post,Borealis Ltd,Quinn,Navarro,0,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
69,post,Acme Corp,Quinn,Petrov,0,0.6,Quinn|Quinn|Petrov|Petrov|Quinn
70,post,Acme Corp,Quinn,Petrov,0,0.8,Quinn|Quinn|Petrov|Quinn|Quinn
71,post,Acme Corp,Quinn,Petrov,0,0.8,Quinn|Quinn|Petrov|Quinn|Quinn
72,post,Harbour Works,Okafor,Lee,0,1.0,Okafor|Okafor|Okafor|Okafor|Okafor
73,post,Acme Corp,Quinn,Petrov,0,0.4,Quinn|Petrov|Petrov|Navarro|Quinn
74,post,Acme Corp,Petrov,Petrov,1,0.6,Petrov|Petrov|Petrov|Navarro|Quinn
75,post,Borealis Ltd,Quinn,Navarro,0,0.6,Quinn|Quinn|Petrov|Petrov|Quinn
76,post,Acme Corp,Petrov,Petrov,1,1.0,Petrov|Petrov|Petrov|Petrov|Petrov
77,post,Acme Corp,Petrov,Petrov,1,1.0,Petrov|Petrov|Petrov|Petrov|Petrov
78,post,Cascade Group,Lee,Kim,0,0.6,Lee|Lee|Lee|Kim|Kim
79,post,Acme Corp,Petrov,Petrov,1,1.0,Petrov|Petrov|Petrov|Petrov|Petrov
