step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,Eastgate Trust,Petrov,Navarro,0,0.8,Petrov|Petrov|Petrov|Quinn|Petrov
1,pre,Fairwind Co,Quinn,Lee,0,0.6,Quinn|Petrov|Quinn|Quinn|Petrov
2,pre,Harbour Works,Petrov,Okafor,0,0.8,Petrov|Petrov|Petrov|Quinn|Petrov
3,pre,Keystone Partners,Quinn,Lee,0,0.6,Quinn|Petrov|Petrov|Quinn|Quinn
4,pre,Acme Corp,Petrov,Lee,0,0.8,Petrov|Petrov|Petrov|Quinn|Petrov
5,pre,Acme Corp,Quinn,Lee,0,0.8,Navarro|Quinn|Quinn|Quinn|Quinn
6,pre,Eastgate Trust,Quinn,Navarro,0,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
7,pre,Cascade Group,Petrov,Quinn,0,0.6,Quinn|Petrov|Petrov|Quinn|Petrov
8,pre,Acme Corp,Navarro,Lee,0,1.0,Navarro|Navarro|Navarro|Navarro|Navarro
9,pre,Eastgate Trust,Navarro,Navarro,1,0.6,Navarro|Okafor|Okafor|Navarro|Navarro
10,pre,Harbour Works,Quinn,Okafor,0,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
11,pre,Harbour Works,Navarro,Okafor,0,1.0,Navarro|Navarro|Navarro|Navarro|Navarro
12,pre,Acme Corp,Okafor,Lee,0,1.0,Okafor|Okafor|Okafor|Okafor|Okafor
13,pre,Acme Corp,Lee,Lee,1,0.8,Lee|Lee|Lee|Lee|Kim
14,pre,Acme Corp,Lee,Lee,1,1.0,Lee|Lee|Lee|Lee|Lee
15,pre,Lantern Industries,Navarro,Okafor,0,0.6,Navarro|Navarro|Quinn|Quinn|Navarro
16,pre,Acme Corp,Lee,Lee,1,1.0,Lee|Lee|Lee|Lee|Lee
17,pre,Eastgate Trust,Navarro,Navarro,1,1.0,Navarro|Navarro|Navarro|Navarro|Navarro
18,pre,Cascade Group,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
19,pre,Dovetail Inc,Quinn,Okafor,0,0.4,Navarro|Quinn|Petrov|Quinn|Petrov
20,pre,Cascade Group,Quinn,Quinn,1,1.0,Quinn|Quinn|Quinn|Quinn|Quinn
21,pre,Granite Holdings,Petrov,Lee,0,0.8,Petrov|Kim|Petrov|Petrov|Petrov
