step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,A,B,0,0.4,A|B|A|C|B
1,pre,green,B,A,0,0.6,B|B|B|A|A
2,pre,green,C,A,0,0.8,A|C|C|C|C
3,pre,blue,A,B,0,0.6,A|A|B|C|A
4,pre,red,A,C,0,0.6,A|C|A|A|B
5,pre,green,B,A,0,0.8,B|B|B|A|B
6,pre,red,A,C,0,0.6,B|A|B|A|A
7,pre,green,A,A,1,0.4,A|A|B|C|C
8,pre,green,A,A,1,0.6,A|A|C|C|A
9,pre,blue,B,B,1,0.6,B|B|C|B|C
10,post,green,A,B,0,0.4,A|B|C|B|A
11,post,blue,C,A,0,0.6,C|A|C|A|C
12,post,red,B,A,0,0.6,B|A|C|B|B
13,post,red,C,A,0,0.6,B|B|C|C|C
14,post,green,B,B,1,0.4,C|B|B|A|A
15,post,blue,C,A,0,0.6,A|A|C|C|C
16,post,blue,C,A,0,0.4,B|C|C|A|A
17,post,green,C,B,0,0.6,A|C|C|A|C
18,post,red,B,A,0,0.4,B|C|A|B|C
19,post,green,A,B,0,0.6,B|C|A|A|A
