step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,A,B,0,0.4,A|B|A|C|B
1,pre,red,B,C,0,0.6,C|B|B|A|B
2,pre,blue,C,B,0,0.6,C|B|A|C|C
3,pre,green,A,A,1,0.6,A|B|A|A|B
4,pre,red,C,C,1,0.6,C|A|C|C|B
5,pre,red,B,C,0,0.4,B|B|A|C|A
6,pre,blue,A,B,0,0.6,A|A|A|C|C
7,pre,blue,A,B,0,0.4,B|A|C|A|C
8,pre,blue,B,B,1,0.4,B|C|B|A|A
9,pre,blue,B,B,1,0.6,B|B|A|B|C
10,pre,red,A,C,0,0.6,B|A|A|B|A
11,pre,green,C,A,0,0.4,C|A|C|A|B
12,pre,red,A,C,0,0.6,C|A|C|A|A
13,pre,blue,C,B,0,0.4,C|B|B|C|A
14,pre,blue,B,B,1,0.4,B|B|C|A|A
15,pre,green,B,A,0,0.6,A|B|B|B|C
16,pre,green,A,A,1,0.6,A|B|A|A|C
17,pre,red,B,C,0,0.8,B|A|B|B|B
18,pre,red,B,C,0,0.4,A|B|C|B|C
19,pre,blue,B,B,1,0.4,B|B|C|C|A
