step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,A,B,0,0.4,A|B|A|C|B
1,pre,green,B,A,0,0.6,B|B|B|A|A
2,pre,green,C,A,0,0.8,A|C|C|C|C
3,pre,blue,A,B,0,0.6,A|A|B|C|A
4,pre,red,A,C,0,0.6,A|C|A|A|B
5,pre,green,B,A,0,0.8,B|B|B|A|B
6,pre,red,A,C,0,0.6,B|A|B|A|A
7,pre,green,A,A,1,0.4,A|A|B|C|C
8,pre,green,A,A,1,0.6,A|A|C|C|A
9,pre,blue,B,B,1,0.6,B|B|C|B|C
10,pre,green,A,A,1,0.4,A|B|C|B|A
11,pre,blue,C,B,0,0.6,B|C|C|A|C
12,pre,red,A,C,0,0.4,B|A|C|A|C
13,pre,red,C,C,1,0.6,A|B|C|C|C
14,pre,green,A,A,1,0.6,A|C|A|A|B
15,pre,blue,C,B,0,0.6,C|B|C|A|C
16,pre,blue,B,B,1,0.8,B|B|C|B|B
17,pre,green,B,A,0,0.6,B|C|A|B|B
18,pre,red,B,C,0,0.6,C|B|C|B|B
19,pre,green,C,A,0,0.4,C|A|A|B|C
