step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,A,B,0,0.4,A|B|A|C|B
1,pre,green,B,A,0,0.6,B|B|B|A|A
2,pre,blue,C,B,0,0.4,C|B|C|A|A
3,pre,red,B,C,0,0.6,A|B|A|B|B
4,pre,blue,A,B,0,0.4,B|A|C|A|C
5,pre,red,A,C,0,0.4,A|C|B|A|B
6,pre,red,C,C,1,0.4,C|C|A|A|B
7,pre,red,C,C,1,0.6,C|B|C|B|C
8,pre,green,C,A,0,0.6,C|B|C|C|B
9,pre,red,A,C,0,0.4,A|C|B|A|B
10,post,blue,B,A,0,0.4,B|B|A|A|C
11,post,blue,C,A,0,0.4,C|C|A|B|A
12,post,red,A,A,1,1.0,A|A|A|A|A
13,post,blue,B,A,0,0.8,B|A|B|B|B
14,post,red,A,A,1,0.6,A|A|A|B|C
15,post,red,C,A,0,0.6,C|A|B|C|C
16,post,green,C,B,0,0.6,C|C|B|B|C
17,post,blue,B,A,0,0.6,A|B|B|C|B
18,post,green,C,B,0,0.8,C|C|A|C|C
19,post,red,C,A,0,0.4,C|B|B|A|C
