step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,red,C,C,1,0.4,C|A|?|A|C
1,pre,red,A,C,0,0.6,A|A|C|A|B
2,pre,blue,A,B,0,0.6,A|A|C|?|A
3,pre,red,A,C,0,0.4,C|A|B|A|?
4,pre,green,A,A,1,0.8,A|A|C|A|A
5,pre,red,A,C,0,0.8,A|A|A|A|?
6,pre,red,A,C,0,0.6,B|A|A|B|A
7,pre,red,A,C,0,0.4,A|B|B|A|C
8,pre,red,A,C,0,0.8,B|A|A|A|A
9,pre,red,A,C,0,0.6,B|A|B|A|A
10,pre,green,A,A,1,0.8,A|B|A|A|A
11,pre,blue,B,B,1,0.4,B|A|B|A|C
12,pre,green,A,A,1,0.6,A|A|B|A|B
13,pre,blue,A,B,0,0.4,A|B|C|?|A
14,pre,red,A,C,0,0.4,B|?|A|A|C
15,pre,blue,A,B,0,0.6,A|A|B|C|A
16,pre,blue,A,B,0,0.4,A|C|B|A|C
17,pre,green,A,A,1,0.8,A|A|A|A|C
18,pre,red,A,C,0,0.8,A|A|B|A|A
19,pre,green,A,A,1,0.4,A|B|B|A|?
