step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,A,B,0,0.4,A|A|B|?|B
1,pre,green,C,A,0,0.6,C|C|A|C|B
2,pre,blue,C,B,0,0.4,C|A|C|B|B
3,pre,red,B,C,0,0.8,B|B|B|B|C
4,pre,blue,B,B,1,0.4,B|A|B|A|C
5,pre,red,A,C,0,0.8,A|A|B|A|A
6,pre,red,A,C,0,0.4,A|A|B|B|C
7,pre,red,A,C,0,0.6,A|A|B|C|A
8,pre,green,A,A,1,0.6,B|A|C|A|A
9,pre,red,B,C,0,0.6,B|A|B|B|C
10,pre,blue,B,B,1,0.6,A|B|B|B|A
11,pre,blue,B,B,1,0.6,B|A|B|A|B
12,pre,red,A,C,0,0.4,A|A|B|C|C
13,pre,blue,A,B,0,0.6,A|A|B|A|?
14,pre,red,A,C,0,0.4,B|A|A|C|C
15,pre,red,C,C,1,0.6,A|C|C|A|C
16,pre,green,A,A,1,0.6,B|A|A|A|C
17,pre,blue,A,B,0,0.4,A|B|C|B|A
18,pre,green,A,A,1,0.6,A|A|B|A|C
19,pre,red,A,C,0,0.4,A|C|B|A|C
