step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,B,B,1,0.6,A|A|B|B|B
1,pre,green,C,A,0,0.6,A|C|B|C|C
2,pre,green,A,A,1,0.6,A|A|C|A|?
3,pre,blue,A,B,0,0.4,B|A|A|C|C
4,pre,red,A,C,0,0.4,A|C|A|?|?
5,pre,green,A,A,1,0.8,A|B|A|A|A
6,pre,red,A,C,0,0.4,A|B|B|?|A
7,pre,green,A,A,1,0.8,A|A|B|A|A
8,pre,green,A,A,1,0.8,A|A|C|A|A
9,pre,blue,A,B,0,0.4,A|C|C|?|A
10,post,green,A,B,0,0.8,A|A|A|A|C
11,post,blue,A,A,1,0.4,A|A|B|C|C
12,post,red,A,A,1,0.8,A|A|C|A|A
13,post,red,A,A,1,0.4,B|A|C|A|C
14,post,green,A,B,0,0.6,B|A|A|A|B
15,post,blue,A,A,1,0.6,A|C|A|B|A
16,post,blue,A,A,1,0.6,A|C|A|A|C
17,post,green,A,B,0,0.6,B|A|A|B|A
18,post,red,C,A,0,0.4,C|B|C|A|A
19,post,green,A,B,0,0.8,A|A|C|A|A
