step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,B,B,1,0.6,A|A|B|B|B
1,pre,blue,A,B,0,0.4,A|A|B|B|C
2,pre,blue,A,B,0,0.6,A|A|B|A|C
3,pre,red,C,C,1,0.6,B|A|C|C|C
4,pre,blue,A,B,0,0.4,A|A|C|B|B
5,pre,green,A,A,1,0.6,A|A|B|B|A
6,pre,green,A,A,1,0.6,A|C|A|A|C
7,pre,red,A,C,0,0.6,A|A|C|A|C
8,pre,red,A,C,0,0.4,A|C|A|B|?
9,pre,green,B,A,0,0.4,B|A|A|B|?
10,post,blue,C,A,0,0.6,C|C|B|A|C
11,post,green,A,B,0,0.8,A|A|A|A|C
12,post,blue,A,A,1,0.6,A|B|B|A|A
13,post,green,A,B,0,0.8,A|C|A|A|A
14,post,green,A,B,0,0.6,A|C|A|A|C
15,post,blue,A,A,1,0.4,A|C|B|?|A
16,post,red,A,A,1,0.4,B|A|C|A|C
17,post,green,A,B,0,0.6,A|A|A|C|C
18,post,red,C,A,0,0.4,C|B|A|A|C
19,post,green,A,B,0,0.6,A|A|A|B|C
