step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,q11,B,B,1,1.0,B|B|B|B|B
1,pre,q1,A,B,0,1.0,A|A|A|A|A
2,pre,q1,B,B,1,1.0,B|B|B|B|B
3,pre,q6,B,B,1,0.8,B|B|B|A|B
4,pre,q0,B,B,1,1.0,B|B|B|B|B
5,pre,q1,B,B,1,1.0,B|B|B|B|B
6,pre,q9,B,A,0,1.0,B|B|B|B|B
7,pre,q11,B,B,1,1.0,B|B|B|B|B
8,pre,q6,B,B,1,1.0,B|B|B|B|B
9,pre,q6,B,B,1,0.8,B|B|B|A|B
10,pre,q7,B,A,0,0.8,B|A|B|B|B
11,pre,q10,B,B,1,1.0,B|B|B|B|B
12,pre,q4,A,A,1,1.0,A|A|A|A|A
13,pre,q9,A,A,1,1.0,A|A|A|A|A
14,pre,q8,B,A,0,1.0,B|B|B|B|B
15,pre,q2,B,A,0,0.8,B|A|B|B|B
16,pre,q10,B,B,1,1.0,B|B|B|B|B
17,pre,q6,B,B,1,1.0,B|B|B|B|B
18,pre,q3,A,A,1,1.0,A|A|A|A|A
19,pre,q8,A,A,1,1.0,A|A|A|A|A
20,pre,q9,A,A,1,1.0,A|A|A|A|A
21,pre,q11,B,B,1,1.0,B|B|B|B|B
22,pre,q1,B,B,1,1.0,B|B|B|B|B
23,pre,q3,A,A,1,1.0,A|A|A|A|A
24,pre,q6,B,B,1,1.0,B|B|B|B|B
25,pre,q3,A,A,1,1.0,A|A|A|A|A
26,pre,q2,A,A,1,0.6,B|A|A|B|A
27,pre,q2,A,A,1,1.0,A|A|A|A|A
28,pre,q10,B,B,1,1.0,B|B|B|B|B
29,pre,q7,A,A,1,1.0,A|A|A|A|A
30,pre,q1,B,B,1,1.0,B|B|B|B|B
31,pre,q8,A,A,1,1.0,A|A|A|A|A
32,pre,q11,B,B,1,1.0,B|B|B|B|B
33,pre,q7,A,A,1,1.0,A|A|A|A|A
34,pre,q0,B,B,1,1.0,B|B|B|B|B
35,pre,q7,A,A,1,1.0,A|A|A|A|A
36,pre,q7,A,A,1,1.0,A|A|A|A|A
37,pre,q9,A,A,1,1.0,A|A|A|A|A
38,pre,q1,B,B,1,0.6,B|B|B|A|A
39,pre,q8,A,A,1,1.0,A|A|A|A|A
40,pre,q7,A,A,1,1.0,A|A|A|A|A
41,pre,q8,A,A,1,1.0,A|A|A|A|A
42,pre,q7,A,A,1,1.0,A|A|A|A|A
43,pre,q5,A,A,1,0.8,A|A|A|B|A
44,pre,q6,B,B,1,0.8,B|B|B|A|B
45,pre,q8,A,A,1,1.0,A|A|A|A|A
46,pre,q2,A,A,1,0.8,A|A|A|B|A
47,pre,q0,B,B,1,1.0,B|B|B|B|B
48,pre,q3,A,A,1,1.0,A|A|A|A|A
49,pre,q1,B,B,1,0.8,A|B|B|B|B
50,pre,q0,B,B,1,1.0,B|B|B|B|B
51,pre,q7,A,A,1,1.0,A|A|A|A|A
52,pre,q6,B,B,1,1.0,B|B|B|B|B
53,pre,q7,A,A,1,1.0,A|A|A|A|A
54,pre,q1,A,B,0,0.6,A|B|B|A|A
55,pre,q10,B,B,1,1.0,B|B|B|B|B
56,pre,q11,B,B,1,1.0,B|B|B|B|B
57,pre,q10,B,B,1,1.0,B|B|B|B|B
58,pre,q4,A,A,1,1.0,A|A|A|A|A
59,pre,q2,A,A,1,1.0,A|A|A|A|A
60,post,q7,A,B,0,1.0,A|A|A|A|A
61,post,q4,A,B,0,1.0,A|A|A|A|A
62,post,q7,A,B,0,0.8,A|A|A|B|A
63,post,q6,B,A,0,0.8,B|B|B|A|B
64,post,q4,A,B,0,1.0,A|A|A|A|A
65,post,q11,B,A,0,1.0,B|B|B|B|B
66,post,q2,A,B,0,1.0,A|A|A|A|A
67,post,q7,A,B,0,1.0,A|A|A|A|A
68,post,q7,B,B,1,0.6,B|A|A|B|B
69,post,q4,A,B,0,1.0,A|A|A|A|A
70,post,q4,A,B,0,1.0,A|A|A|A|A
71,post,q10,B,A,0,1.0,B|B|B|B|B
72,post,q0,B,A,0,1.0,B|B|B|B|B
73,post,q1,A,A,1,0.8,B|A|A|A|A
74,post,q3,A,B,0,1.0,A|A|A|A|A
75,post,q4,A,B,0,0.8,A|A|A|B|A
76,post,q10,B,A,0,1.0,B|B|B|B|B
77,post,q6,B,A,0,1.0,B|B|B|B|B
78,post,q1,A,A,1,0.6,A|B|B|A|A
79,post,q7,B,B,1,1.0,B|B|B|B|B
