step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,green,A,A,1,0.8,A|A|A|A|B
1,pre,red,C,C,1,0.4,C|A|C|A|B
2,pre,green,A,A,1,0.8,A|A|A|A|C
3,pre,red,B,C,0,0.6,B|B|A|B|C
4,pre,green,A,A,1,0.6,A|A|A|B|C
5,pre,green,A,A,1,0.8,A|A|A|A|B
6,pre,green,A,A,1,1.0,A|A|A|A|A
7,pre,green,A,A,1,0.8,A|A|A|A|C
8,pre,blue,A,B,0,0.4,A|C|A|B|B
9,pre,red,C,C,1,0.6,B|A|C|C|C
10,post,blue,B,C,0,0.8,B|B|B|B|C
11,post,green,A,A,1,0.8,A|A|A|A|C
12,post,blue,A,C,0,0.6,B|B|A|A|A
13,post,blue,B,C,0,0.4,B|C|A|B|A
14,post,blue,B,C,0,0.8,B|B|?|B|B
15,post,red,A,A,1,0.4,?|C|B|A|A
16,post,red,B,A,0,0.6,B|A|B|A|B
17,post,blue,B,C,0,0.8,B|B|B|A|B
18,post,red,A,A,1,0.6,C|A|A|A|C
19,post,green,A,A,1,0.8,A|A|A|A|C
