step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,green,A,A,1,0.6,A|B|A|A|B
1,pre,red,C,C,1,0.4,C|A|C|A|B
2,pre,green,A,A,1,0.8,A|A|A|A|C
3,pre,red,B,C,0,0.6,B|A|A|B|B
4,pre,green,A,A,1,0.6,B|A|A|A|C
5,pre,green,A,A,1,0.8,A|A|A|A|C
6,pre,green,A,A,1,0.8,A|A|A|A|B
7,pre,green,A,A,1,0.8,A|A|A|A|C
8,pre,blue,B,B,1,0.4,B|A|C|A|B
9,pre,red,C,C,1,0.6,B|C|C|A|C
10,post,blue,B,B,1,0.6,B|A|B|A|B
11,post,green,A,B,0,0.6,A|A|A|B|B
12,post,blue,B,B,1,0.8,B|B|B|C|B
13,post,blue,B,B,1,0.4,B|B|A|A|C
14,post,blue,B,B,1,0.8,B|B|B|B|A
15,post,red,A,C,0,0.4,A|A|C|C|B
16,post,red,B,C,0,0.8,B|B|B|B|C
17,post,blue,B,B,1,0.8,B|B|B|C|B
18,post,red,C,C,1,0.6,A|B|C|C|C
19,post,green,A,B,0,0.8,A|A|A|A|C
