step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,A,B,0,0.6,A|A|?|A|C
1,pre,green,A,A,1,0.8,A|A|A|A|C
2,pre,green,A,A,1,0.6,B|A|A|A|C
3,pre,blue,B,B,1,0.8,B|A|B|B|B
4,pre,red,C,C,1,0.6,A|C|B|C|C
5,pre,green,A,A,1,0.8,A|A|A|A|C
6,pre,red,B,C,0,0.8,C|B|B|B|B
7,pre,green,A,A,1,0.6,B|A|A|A|B
8,pre,green,A,A,1,0.8,A|A|A|A|B
9,pre,blue,B,B,1,0.8,B|B|B|A|B
10,post,green,A,A,1,0.6,B|A|A|A|B
11,post,blue,B,B,1,0.6,B|B|B|A|C
12,post,red,A,A,1,0.6,A|A|A|C|C
13,post,red,B,A,0,0.4,B|B|A|A|?
14,post,green,A,A,1,0.8,A|A|A|A|C
15,post,blue,B,B,1,0.6,B|A|B|B|C
16,post,blue,B,B,1,0.8,B|B|B|B|C
17,post,green,A,A,1,0.6,B|A|A|A|B
18,post,red,A,A,1,0.8,A|A|A|A|C
19,post,green,A,A,1,0.8,B|A|A|A|A
