step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,A,B,0,0.6,B|A|C|A|A
1,pre,red,A,C,0,0.4,A|B|C|A|C
2,pre,blue,A,B,0,0.6,A|B|A|B|A
3,pre,green,A,A,1,0.6,B|A|A|A|B
4,pre,red,A,C,0,0.4,B|A|C|C|A
5,pre,red,C,C,1,0.6,C|C|B|C|B
6,pre,blue,B,B,1,0.8,A|B|B|B|B
7,pre,blue,B,B,1,0.6,A|B|B|B|A
8,pre,blue,B,B,1,0.8,B|B|B|B|C
9,pre,blue,B,B,1,0.8,B|B|B|B|C
10,post,red,C,C,1,0.6,B|B|C|C|C
11,post,green,A,A,1,0.6,A|A|A|C|B
12,post,red,C,C,1,0.6,C|C|B|C|A
13,post,blue,B,C,0,0.8,B|B|A|B|B
14,post,blue,A,C,0,0.6,A|A|B|A|B
15,post,green,A,A,1,0.6,B|A|A|A|B
16,post,green,A,A,1,0.6,A|A|B|?|A
17,post,red,B,C,0,0.6,B|B|C|B|C
18,post,red,C,C,1,0.6,C|B|B|C|C
19,post,blue,B,C,0,0.6,A|B|B|B|?
