step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,B,B,1,0.4,B|C|B|A|C
1,pre,green,A,A,1,1.0,A|A|A|A|A
2,pre,green,A,A,1,0.6,A|A|A|B|C
3,pre,blue,B,B,1,0.6,B|B|A|A|B
4,pre,red,B,C,0,0.8,C|B|B|B|B
5,pre,green,A,A,1,0.6,A|A|A|C|C
6,pre,red,B,C,0,0.4,B|B|A|A|C
7,pre,green,A,A,1,0.4,A|A|B|B|C
8,pre,green,A,A,1,0.8,B|A|A|A|A
9,pre,blue,B,B,1,1.0,B|B|B|B|B
10,post,green,A,B,0,0.8,A|A|A|A|C
11,post,blue,B,C,0,0.6,B|B|B|A|A
12,post,red,C,C,1,0.6,B|B|C|C|C
13,post,red,A,C,0,0.4,A|B|C|A|C
14,post,green,A,B,0,0.8,B|A|A|A|A
15,post,blue,B,C,0,0.6,B|B|B|A|A
16,post,blue,B,C,0,0.8,B|B|B|B|A
17,post,green,A,B,0,0.8,A|A|A|A|C
18,post,red,B,C,0,0.4,B|A|?|C|B
19,post,green,B,B,1,0.8,B|B|B|B|C
