step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,A,B,0,0.6,B|A|A|A|B
1,pre,red,C,C,1,0.6,A|A|C|C|C
2,pre,red,C,C,1,1.0,C|C|C|C|C
3,pre,blue,B,B,1,0.6,B|B|B|A|C
4,pre,blue,B,B,1,0.6,B|A|B|A|B
5,pre,green,A,A,1,0.6,B|A|A|A|B
6,pre,blue,B,B,1,0.8,B|B|B|B|?
7,pre,blue,B,B,1,0.6,B|B|A|B|C
8,pre,blue,B,B,1,0.6,B|B|B|A|C
9,pre,blue,B,B,1,0.8,B|B|B|B|?
10,post,green,A,B,0,0.8,A|A|A|A|B
11,post,blue,B,C,0,1.0,B|B|B|B|B
12,post,red,B,C,0,0.8,B|B|B|B|C
13,post,green,B,B,1,0.8,B|B|B|A|B
14,post,blue,B,C,0,0.8,B|B|B|B|C
15,post,red,C,C,1,0.6,C|B|C|C|A
16,post,red,C,C,1,0.6,C|B|C|C|B
17,post,red,C,C,1,0.6,C|B|?|C|C
18,post,red,B,C,0,0.6,A|B|C|B|B
19,post,red,B,C,0,0.6,B|C|C|B|B
