step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,green,A,A,1,0.8,A|A|A|A|C
1,pre,blue,B,B,1,0.6,B|A|A|B|B
2,pre,red,B,C,0,0.6,B|A|C|B|B
3,pre,green,A,A,1,0.8,A|B|A|A|A
4,pre,green,A,A,1,0.6,A|A|A|B|C
5,pre,red,A,C,0,0.4,A|B|C|A|C
6,pre,blue,A,B,0,0.8,B|A|A|A|A
7,pre,green,A,A,1,1.0,A|A|A|A|A
8,pre,red,C,C,1,0.4,B|C|C|A|A
9,pre,red,A,C,0,0.6,A|A|C|A|B
10,post,red,C,A,0,0.6,B|C|B|C|C
11,post,blue,B,C,0,0.8,B|B|B|B|A
12,post,blue,B,C,0,0.6,B|B|B|A|A
13,post,blue,B,C,0,0.6,C|B|A|B|B
14,post,red,A,A,1,0.6,B|B|A|A|A
15,post,green,A,B,0,0.8,B|A|A|A|A
16,post,blue,A,C,0,0.6,B|A|A|A|B
17,post,red,B,A,0,0.6,B|A|A|B|B
18,post,blue,B,C,0,0.6,B|A|B|A|B
19,post,red,B,A,0,0.8,B|B|A|B|B
