step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,B,B,1,0.6,B|A|B|A|B
1,pre,red,C,C,1,0.8,C|A|C|C|C
2,pre,red,B,C,0,0.6,C|B|B|B|C
3,pre,blue,B,B,1,0.4,A|B|B|C|C
4,pre,blue,B,B,1,0.4,B|A|B|A|C
5,pre,green,A,A,1,0.6,A|B|A|A|B
6,pre,blue,B,B,1,1.0,B|B|B|B|B
7,pre,blue,B,B,1,1.0,B|B|B|B|B
8,pre,blue,B,B,1,0.8,B|B|B|B|A
9,pre,blue,B,B,1,0.8,B|B|B|B|A
10,post,green,B,B,1,0.4,B|A|A|B|?
11,post,blue,B,B,1,0.6,B|B|B|C|C
12,post,red,C,A,0,0.4,C|B|C|B|?
13,post,green,A,B,0,0.6,A|B|?|A|A
14,post,blue,B,B,1,0.8,B|B|B|B|A
15,post,red,B,A,0,0.6,B|B|B|A|A
16,post,red,B,A,0,0.4,B|A|B|A|C
17,post,red,?,A,0,0.4,?|B|B|?|A
18,post,red,B,A,0,0.8,A|B|B|B|B
19,post,red,B,A,0,0.4,B|A|B|A|C
