step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,red,A,C,0,0.6,C|A|A|A|C
1,pre,red,A,C,0,0.8,A|A|C|A|A
2,pre,blue,A,B,0,0.4,C|A|B|B|A
3,pre,red,C,C,1,0.6,C|B|C|B|C
4,pre,green,A,A,1,0.4,A|B|A|C|B
5,pre,red,C,C,1,1.0,C|C|C|C|C
6,pre,red,C,C,1,0.8,B|C|C|C|C
7,pre,red,C,C,1,0.6,C|B|C|C|A
8,pre,red,C,C,1,0.6,B|C|A|C|C
9,pre,red,C,C,1,0.8,C|C|C|C|A
10,post,green,A,A,1,1.0,A|A|A|A|A
11,post,blue,B,C,0,0.8,B|B|B|A|B
12,post,green,A,A,1,0.8,A|A|A|A|B
13,post,blue,B,C,0,0.4,B|C|C|A|B
14,post,red,C,C,1,0.6,B|C|C|A|C
15,post,blue,A,C,0,0.6,A|A|B|A|B
16,post,blue,B,C,0,0.6,B|C|B|B|?
17,post,green,B,A,0,0.4,B|C|A|A|B
18,post,red,C,C,1,0.6,C|C|C|B|B
19,post,green,A,A,1,0.8,A|A|A|A|C
