step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,green,A,A,1,0.8,A|A|A|A|B
1,pre,blue,A,B,0,0.6,A|A|A|B|C
2,pre,red,A,C,0,0.6,C|A|A|B|A
3,pre,red,B,C,0,0.6,B|B|C|C|B
4,pre,blue,B,B,1,0.6,B|B|A|A|B
5,pre,blue,B,B,1,0.4,B|B|?|A|C
6,pre,blue,B,B,1,0.8,B|B|B|B|C
7,pre,green,A,A,1,0.6,A|A|B|?|A
8,pre,green,A,A,1,0.6,B|A|A|A|C
9,pre,red,B,C,0,0.4,B|B|A|A|C
10,post,green,A,B,0,0.6,A|A|B|A|C
11,post,red,B,A,0,0.4,B|C|B|?|C
12,post,red,A,A,1,0.8,A|A|A|C|A
13,post,blue,B,C,0,0.6,B|B|B|C|C
14,post,red,B,A,0,0.4,B|C|C|A|B
15,post,red,A,A,1,0.8,A|A|A|A|C
16,post,blue,B,C,0,0.8,B|B|B|B|C
17,post,green,B,B,1,0.4,?|B|A|A|B
18,post,red,B,A,0,0.4,B|A|B|A|C
19,post,green,A,B,0,0.4,B|A|C|A|C
