step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,B,B,1,0.6,B|A|A|B|B
1,pre,red,C,C,1,0.8,C|A|C|C|C
2,pre,blue,A,B,0,0.4,A|B|B|A|C
3,pre,green,A,A,1,0.8,A|A|A|A|B
4,pre,red,C,C,1,0.6,C|B|C|A|C
5,pre,red,C,C,1,0.4,B|A|C|?|C
6,pre,blue,B,B,1,0.8,B|A|B|B|B
7,pre,blue,A,B,0,0.4,C|A|A|B|B
8,pre,blue,A,B,0,0.6,A|A|B|B|A
9,pre,blue,B,B,1,0.8,B|B|B|B|A
10,post,red,B,A,0,0.4,B|B|C|C|A
11,post,green,A,A,1,0.4,B|A|?|A|C
12,post,red,B,A,0,0.4,B|B|A|C|A
13,post,blue,B,C,0,0.4,B|A|B|C|A
14,post,blue,B,C,0,0.6,B|B|A|B|C
15,post,green,A,A,1,0.6,A|A|B|A|C
16,post,green,A,A,1,0.8,A|A|A|A|C
17,post,red,B,A,0,0.6,B|B|C|B|C
18,post,red,A,A,1,0.6,A|A|A|C|B
19,post,blue,B,C,0,0.6,B|B|B|A|A
