step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,red,A,C,0,0.4,C|A|B|A|?
1,pre,green,A,A,1,0.8,A|A|A|A|B
2,pre,red,C,C,1,0.6,C|B|C|A|C
3,pre,red,A,C,0,0.4,A|B|C|C|A
4,pre,blue,B,B,1,0.6,A|B|B|B|C
5,pre,blue,B,B,1,0.6,B|B|?|B|?
6,pre,green,A,A,1,0.8,B|A|A|A|A
7,pre,blue,B,B,1,0.6,B|B|B|A|A
8,pre,red,C,C,1,0.6,B|C|B|C|C
9,pre,green,A,A,1,0.6,B|A|A|A|C
10,post,red,C,A,0,1.0,C|C|C|C|C
11,post,green,B,A,0,0.6,A|B|B|A|B
12,post,blue,B,B,1,0.6,B|B|B|A|?
13,post,red,A,A,1,0.6,A|A|B|C|A
14,post,green,B,A,0,0.6,B|B|A|A|B
15,post,green,B,A,0,0.6,B|B|A|A|B
16,post,green,A,A,1,0.6,A|B|A|C|A
17,post,blue,B,B,1,0.4,B|A|B|C|?
18,post,green,A,A,1,0.6,B|A|A|A|C
19,post,red,B,A,0,0.4,B|C|A|B|A
