step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,A,B,0,0.4,C|A|A|B|B
1,pre,red,C,C,1,0.6,B|A|C|C|C
2,pre,blue,A,B,0,0.6,A|C|B|A|A
3,pre,green,A,A,1,0.6,B|A|A|A|B
4,pre,red,B,C,0,0.6,B|B|A|B|C
5,pre,red,C,C,1,0.8,C|C|C|C|A
6,pre,blue,B,B,1,0.8,B|A|B|B|B
7,pre,blue,B,B,1,0.6,B|B|B|A|A
8,pre,blue,A,B,0,0.4,A|A|B|B|C
9,pre,blue,B,B,1,0.8,B|B|B|B|C
10,post,red,C,C,1,0.6,B|B|C|C|C
11,post,green,A,B,0,0.4,A|A|B|C|C
12,post,red,B,C,0,0.6,B|B|B|C|C
13,post,blue,B,C,0,0.8,B|B|B|B|C
14,post,blue,B,C,0,0.8,B|B|B|B|C
15,post,green,B,B,1,0.4,B|B|A|A|C
16,post,green,A,B,0,0.4,A|A|B|?|B
17,post,red,B,C,0,0.8,B|B|C|B|B
18,post,red,C,C,1,0.4,C|B|A|C|B
19,post,blue,B,C,0,1.0,B|B|B|B|B
