step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,B,B,1,0.4,B|A|B|A|C
1,pre,blue,A,B,0,0.4,A|B|B|A|C
2,pre,blue,B,B,1,0.6,A|A|B|B|B
3,pre,red,C,C,1,0.6,C|B|B|C|C
4,pre,blue,B,B,1,0.4,B|A|A|B|C
5,pre,green,A,A,1,0.6,A|B|A|A|C
6,pre,green,A,A,1,0.8,B|A|A|A|A
7,pre,red,B,C,0,1.0,B|B|B|B|B
8,pre,red,C,C,1,0.8,C|C|C|C|B
9,pre,green,A,A,1,0.6,A|B|A|A|C
10,post,blue,B,C,0,0.8,B|B|B|A|B
11,post,green,A,A,1,0.6,A|A|B|A|B
12,post,blue,B,C,0,0.8,B|A|B|B|B
13,post,green,A,A,1,0.8,A|A|A|A|C
14,post,green,A,A,1,1.0,A|A|A|A|A
15,post,blue,B,C,0,0.6,B|A|B|B|C
16,post,red,A,C,0,0.6,C|B|A|A|A
17,post,green,A,A,1,0.6,B|A|A|A|C
18,post,red,B,C,0,0.4,B|B|C|?|C
19,post,green,A,A,1,0.8,A|A|A|A|C
