step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,A,B,0,0.6,B|A|B|A|A
1,pre,red,C,C,1,0.6,A|B|C|C|C
2,pre,red,B,C,0,0.8,A|B|B|B|B
3,pre,blue,A,B,0,0.6,B|B|A|A|A
4,pre,blue,B,B,1,0.8,B|B|C|B|B
5,pre,green,A,A,1,0.4,A|B|A|C|B
6,pre,blue,B,B,1,0.6,B|A|B|B|C
7,pre,blue,B,B,1,0.8,A|B|B|B|B
8,pre,blue,B,B,1,0.6,C|B|B|B|C
9,pre,blue,B,B,1,0.8,B|B|B|B|C
10,post,green,A,A,1,0.8,A|A|A|A|C
11,post,blue,B,B,1,0.8,B|B|B|B|A
12,post,red,B,A,0,0.6,B|B|C|C|B
13,post,green,A,A,1,0.6,A|A|B|A|C
14,post,blue,B,B,1,0.6,B|B|A|?|B
15,post,red,C,A,0,0.6,B|A|C|C|C
16,post,red,A,A,1,0.8,C|A|A|A|A
17,post,red,C,A,0,0.4,C|A|B|B|C
18,post,red,A,A,1,0.6,A|A|B|A|C
19,post,red,A,A,1,0.6,A|C|A|A|B
