step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,B,B,1,0.6,A|B|A|B|B
1,pre,green,A,A,1,0.6,A|B|A|A|C
2,pre,green,A,A,1,0.8,A|A|A|B|A
3,pre,blue,B,B,1,0.6,B|A|A|B|B
4,pre,red,C,C,1,0.6,A|B|C|C|C
5,pre,green,A,A,1,0.8,A|A|A|A|B
6,pre,red,C,C,1,0.4,C|A|B|A|C
7,pre,green,A,A,1,0.8,A|A|A|A|B
8,pre,green,B,A,0,0.4,B|A|A|B|C
9,pre,blue,B,B,1,0.6,B|B|A|A|B
10,post,green,A,B,0,0.6,A|A|A|C|C
11,post,blue,A,B,0,0.6,B|A|A|A|B
12,post,red,C,C,1,0.6,C|A|A|C|C
13,post,red,C,C,1,0.6,B|C|C|C|A
14,post,green,A,B,0,0.8,A|A|A|A|C
15,post,blue,B,B,1,0.6,A|B|B|B|C
16,post,blue,B,B,1,0.8,B|B|B|B|C
17,post,green,B,B,1,0.4,B|B|A|A|C
18,post,red,C,C,1,0.6,B|C|C|C|B
19,post,green,A,B,0,0.6,B|A|A|A|C
