step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,A,B,0,0.6,A|A|A|B|?
1,pre,green,A,A,1,0.8,A|A|A|A|C
2,pre,green,A,A,1,0.8,A|A|A|A|B
3,pre,blue,C,B,0,0.4,C|A|B|C|B
4,pre,red,B,C,0,0.6,B|B|B|C|C
5,pre,green,A,A,1,0.8,A|A|A|A|C
6,pre,red,C,C,1,0.6,C|C|B|A|C
7,pre,green,A,A,1,0.8,A|A|A|A|B
8,pre,green,A,A,1,0.6,B|A|A|A|B
9,pre,blue,A,B,0,0.6,B|A|A|A|B
10,post,green,A,A,1,0.8,A|A|A|A|C
11,post,blue,B,C,0,0.6,B|B|B|A|C
12,post,red,B,C,0,0.6,B|C|B|B|C
13,post,red,C,C,1,0.6,B|C|B|C|C
14,post,green,A,A,1,0.8,A|A|A|A|C
15,post,blue,B,C,0,0.4,B|A|A|B|C
16,post,blue,B,C,0,0.6,B|B|B|A|A
17,post,green,A,A,1,0.4,A|A|B|C|C
18,post,red,B,C,0,0.6,A|B|B|B|C
19,post,green,A,A,1,0.6,A|B|A|A|C
