step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,A,B,0,0.6,B|A|B|A|A
1,pre,blue,A,B,0,0.6,A|A|A|B|?
2,pre,blue,B,B,1,0.6,B|A|B|B|C
3,pre,red,B,C,0,0.6,B|B|C|C|B
4,pre,blue,B,B,1,1.0,B|B|B|B|B
5,pre,green,A,A,1,0.8,A|A|A|A|C
6,pre,green,A,A,1,0.6,A|A|A|C|C
7,pre,red,C,C,1,0.4,C|A|C|?|B
8,pre,red,B,C,0,0.8,B|B|B|A|B
9,pre,green,A,A,1,0.6,A|A|B|A|B
10,post,blue,B,C,0,0.8,B|B|?|B|B
11,post,green,A,A,1,0.8,A|A|A|A|C
12,post,blue,B,C,0,0.6,B|B|B|A|C
13,post,green,A,A,1,0.6,A|A|A|?|C
14,post,green,A,A,1,0.6,B|A|A|A|B
15,post,blue,C,C,1,0.4,A|C|B|B|C
16,post,red,B,A,0,0.4,B|B|C|A|A
17,post,green,A,A,1,0.6,A|A|B|A|C
18,post,red,B,A,0,0.4,B|C|A|B|C
19,post,green,A,A,1,0.6,A|A|B|A|C
