step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,q3,A,A,1,1.0,A|A|A|A|A
1,pre,q10,B,B,1,1.0,B|B|B|B|B
2,pre,q2,A,A,1,1.0,A|A|A|A|A
3,pre,q8,A,A,1,0.8,B|A|A|A|A
4,pre,q6,B,B,1,1.0,B|B|B|B|B
5,pre,q11,A,A,1,1.0,A|A|A|A|A
6,pre,q0,B,B,1,1.0,B|B|B|B|B
7,pre,q10,B,B,1,1.0,B|B|B|B|B
8,pre,q1,A,A,1,1.0,A|A|A|A|A
9,pre,q2,A,A,1,1.0,A|A|A|A|A
10,pre,q9,A,A,1,1.0,A|A|A|A|A
11,pre,q0,B,B,1,1.0,B|B|B|B|B
12,pre,q4,A,B,0,1.0,A|A|A|A|A
13,pre,q0,B,B,1,1.0,B|B|B|B|B
14,pre,q4,B,B,1,1.0,B|B|B|B|B
15,pre,q7,A,A,1,0.8,A|A|A|B|A
16,pre,q9,A,A,1,1.0,A|A|A|A|A
17,pre,q11,A,A,1,1.0,A|A|A|A|A
18,pre,q6,B,B,1,1.0,B|B|B|B|B
19,pre,q11,A,A,1,1.0,A|A|A|A|A
20,pre,q6,B,B,1,1.0,B|B|B|B|B
21,pre,q6,B,B,1,1.0,B|B|B|B|B
22,pre,q11,A,A,1,1.0,A|A|A|A|A
23,pre,q9,A,A,1,1.0,A|A|A|A|A
24,pre,q7,A,A,1,1.0,A|A|A|A|A
25,pre,q2,A,A,1,1.0,A|A|A|A|A
26,pre,q5,A,A,1,1.0,A|A|A|A|A
27,pre,q1,A,A,1,1.0,A|A|A|A|A
28,pre,q0,B,B,1,1.0,B|B|B|B|B
29,pre,q2,A,A,1,1.0,A|A|A|A|A
30,pre,q7,A,A,1,1.0,A|A|A|A|A
31,pre,q3,A,A,1,1.0,A|A|A|A|A
32,pre,q4,B,B,1,1.0,B|B|B|B|B
33,pre,q10,B,B,1,1.0,B|B|B|B|B
34,pre,q6,B,B,1,1.0,B|B|B|B|B
35,pre,q10,B,B,1,1.0,B|B|B|B|B
36,pre,q4,B,B,1,1.0,B|B|B|B|B
37,pre,q6,B,B,1,1.0,B|B|B|B|B
38,pre,q8,A,A,1,1.0,A|A|A|A|A
39,pre,q6,B,B,1,1.0,B|B|B|B|B
40,pre,q9,A,A,1,1.0,A|A|A|A|A
41,pre,q5,A,A,1,1.0,A|A|A|A|A
42,pre,q8,A,A,1,1.0,A|A|A|A|A
43,pre,q9,A,A,1,1.0,A|A|A|A|A
44,pre,q6,B,B,1,1.0,B|B|B|B|B
45,pre,q9,A,A,1,1.0,A|A|A|A|A
46,pre,q3,A,A,1,1.0,A|A|A|A|A
47,pre,q5,A,A,1,1.0,A|A|A|A|A
48,pre,q10,B,B,1,1.0,B|B|B|B|B
49,pre,q0,B,B,1,1.0,B|B|B|B|B
50,pre,q4,B,B,1,0.8,B|B|B|B|A
51,pre,q9,A,A,1,1.0,A|A|A|A|A
52,pre,q10,B,B,1,1.0,B|B|B|B|B
53,pre,q11,A,A,1,1.0,A|A|A|A|A
54,pre,q2,A,A,1,1.0,A|A|A|A|A
55,pre,q11,A,A,1,1.0,A|A|A|A|A
56,pre,q5,A,A,1,1.0,A|A|A|A|A
57,pre,q8,A,A,1,1.0,A|A|A|A|A
58,pre,q9,A,A,1,1.0,A|A|A|A|A
59,pre,q9,A,A,1,1.0,A|A|A|A|A
60,post,q1,A,A,1,1.0,A|A|A|A|A
61,post,q11,A,A,1,1.0,A|A|A|A|A
62,post,q10,B,B,1,1.0,B|B|B|B|B
63,post,q3,A,B,0,1.0,A|A|A|A|A
64,post,q10,B,B,1,1.0,B|B|B|B|B
65,post,q9,A,B,0,1.0,A|A|A|A|A
66,post,q4,B,A,0,1.0,B|B|B|B|B
67,post,q4,B,A,0,1.0,B|B|B|B|B
68,post,q1,A,A,1,1.0,A|A|A|A|A
69,post,q1,A,A,1,1.0,A|A|A|A|A
70,post,q7,A,A,1,1.0,A|A|A|A|A
71,post,q10,B,B,1,1.0,B|B|B|B|B
72,post,q7,A,A,1,1.0,A|A|A|A|A
73,post,q1,A,A,1,1.0,A|A|A|A|A
74,post,q5,A,B,0,1.0,A|A|A|A|A
75,post,q1,A,A,1,1.0,A|A|A|A|A
76,post,q6,B,B,1,1.0,B|B|B|B|B
77,post,q2,A,B,0,1.0,A|A|A|A|A
78,post,q0,B,B,1,1.0,B|B|B|B|B
79,post,q4,B,A,0,0.8,B|A|B|B|B
