step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,q8,B,B,1,1.0,B|B|B|B|B
1,pre,q2,B,B,1,1.0,B|B|B|B|B
2,pre,q7,A,A,1,1.0,A|A|A|A|A
3,pre,q11,B,B,1,1.0,B|B|B|B|B
4,pre,q7,A,A,1,1.0,A|A|A|A|A
5,pre,q10,B,A,0,1.0,B|B|B|B|B
6,pre,q4,B,B,1,1.0,B|B|B|B|B
7,pre,q7,A,A,1,1.0,A|A|A|A|A
8,pre,q1,B,A,0,1.0,B|B|B|B|B
9,pre,q10,A,A,1,1.0,A|A|A|A|A
10,pre,q4,B,B,1,1.0,B|B|B|B|B
11,pre,q9,A,A,1,1.0,A|A|A|A|A
12,pre,q2,B,B,1,1.0,B|B|B|B|B
13,pre,q10,A,A,1,1.0,A|A|A|A|A
14,pre,q5,B,A,0,1.0,B|B|B|B|B
15,pre,q4,B,B,1,1.0,B|B|B|B|B
16,pre,q1,B,A,0,0.6,B|B|A|A|B
17,pre,q8,B,B,1,1.0,B|B|B|B|B
18,pre,q10,A,A,1,1.0,A|A|A|A|A
19,pre,q5,A,A,1,1.0,A|A|A|A|A
20,pre,q10,A,A,1,1.0,A|A|A|A|A
21,pre,q0,B,B,1,1.0,B|B|B|B|B
22,pre,q3,A,A,1,1.0,A|A|A|A|A
23,pre,q5,A,A,1,1.0,A|A|A|A|A
24,pre,q5,A,A,1,1.0,A|A|A|A|A
25,pre,q11,B,B,1,1.0,B|B|B|B|B
26,pre,q1,B,A,0,1.0,B|B|B|B|B
27,pre,q4,B,B,1,1.0,B|B|B|B|B
28,pre,q1,B,A,0,1.0,B|B|B|B|B
29,pre,q3,A,A,1,1.0,A|A|A|A|A
30,pre,q10,A,A,1,0.8,A|A|A|A|B
31,pre,q9,A,A,1,1.0,A|A|A|A|A
32,pre,q2,B,B,1,1.0,B|B|B|B|B
33,pre,q7,A,A,1,1.0,A|A|A|A|A
34,pre,q4,B,B,1,1.0,B|B|B|B|B
35,pre,q4,B,B,1,1.0,B|B|B|B|B
36,pre,q8,B,B,1,1.0,B|B|B|B|B
37,pre,q11,B,B,1,1.0,B|B|B|B|B
38,pre,q4,B,B,1,1.0,B|B|B|B|B
39,pre,q3,A,A,1,1.0,A|A|A|A|A
40,pre,q1,B,A,0,0.8,B|B|A|B|B
41,pre,q9,A,A,1,1.0,A|A|A|A|A
42,pre,q7,A,A,1,1.0,A|A|A|A|A
43,pre,q2,B,B,1,1.0,B|B|B|B|B
44,pre,q10,A,A,1,0.8,A|A|A|A|B
45,pre,q2,B,B,1,1.0,B|B|B|B|B
46,pre,q5,A,A,1,1.0,A|A|A|A|A
47,pre,q7,A,A,1,1.0,A|A|A|A|A
48,pre,q3,A,A,1,1.0,A|A|A|A|A
49,pre,q10,A,A,1,0.8,A|A|A|A|B
50,pre,q9,A,A,1,1.0,A|A|A|A|A
51,pre,q2,B,B,1,1.0,B|B|B|B|B
52,pre,q7,A,A,1,1.0,A|A|A|A|A
53,pre,q8,B,B,1,1.0,B|B|B|B|B
54,pre,q4,B,B,1,1.0,B|B|B|B|B
55,pre,q8,B,B,1,1.0,B|B|B|B|B
56,pre,q3,A,A,1,1.0,A|A|A|A|A
57,pre,q8,B,B,1,1.0,B|B|B|B|B
58,pre,q3,A,A,1,1.0,A|A|A|A|A
59,pre,q1,B,A,0,1.0,B|B|B|B|B
60,post,q10,A,A,1,0.8,A|A|A|A|B
61,post,q2,B,A,0,1.0,B|B|B|B|B
62,post,q4,B,B,1,1.0,B|B|B|B|B
63,post,q5,A,A,1,1.0,A|A|A|A|A
64,post,q10,A,A,1,0.8,A|A|A|A|B
65,post,q8,B,B,1,1.0,B|B|B|B|B
66,post,q10,A,A,1,0.8,A|A|A|A|B
67,post,q3,A,B,0,1.0,A|A|A|A|A
68,post,q6,A,B,0,1.0,A|A|A|A|A
69,post,q3,A,B,0,1.0,A|A|A|A|A
70,post,q4,B,B,1,1.0,B|B|B|B|B
71,post,q6,A,B,0,1.0,A|A|A|A|A
72,post,q1,B,B,1,1.0,B|B|B|B|B
73,post,q7,A,A,1,1.0,A|A|A|A|A
74,post,q5,A,A,1,1.0,A|A|A|A|A
75,post,q5,A,A,1,1.0,A|A|A|A|A
76,post,q4,B,B,1,1.0,B|B|B|B|B
77,post,q2,B,A,0,1.0,B|B|B|B|B
78,post,q11,B,A,0,1.0,B|B|B|B|B
79,post,q9,A,B,0,1.0,A|A|A|A|A
