step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,B,B,1,0.8,B|B|B|B|A
1,pre,blue,B,B,1,0.8,B|B|B|B|C
2,pre,blue,B,B,1,1.0,B|B|B|B|B
3,pre,red,C,C,1,0.8,C|C|C|C|B
4,pre,blue,B,B,1,1.0,B|B|B|B|B
5,pre,green,A,A,1,0.8,A|A|A|A|B
6,pre,green,A,A,1,0.8,A|A|A|A|B
7,pre,red,C,C,1,0.8,C|C|C|C|B
8,pre,red,C,C,1,0.8,C|C|C|C|B
9,pre,green,A,A,1,0.8,A|A|A|A|C
10,post,blue,B,B,1,0.8,B|B|B|B|C
11,post,green,A,A,1,0.8,A|A|A|A|C
12,post,blue,B,B,1,1.0,B|B|B|B|B
13,post,green,A,A,1,0.8,A|A|A|A|B
14,post,green,A,A,1,0.8,A|A|A|A|B
15,post,blue,B,B,1,1.0,B|B|B|B|B
16,post,red,C,A,0,0.8,C|C|C|C|B
17,post,green,A,A,1,0.8,A|A|A|A|B
18,post,red,C,A,0,0.6,C|C|A|C|B
19,post,green,A,A,1,0.8,A|A|A|A|C
