step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,blue,B,B,1,1.0,B|B|B|B|B
1,pre,green,A,A,1,0.8,A|A|A|A|C
2,pre,green,A,A,1,0.8,A|A|A|A|B
3,pre,blue,B,B,1,0.8,B|B|B|B|C
4,pre,red,C,C,1,1.0,C|C|C|C|C
5,pre,green,A,A,1,0.8,A|A|A|A|C
6,pre,red,C,C,1,1.0,C|C|C|C|C
7,pre,green,A,A,1,0.8,A|A|A|A|C
8,pre,green,A,A,1,0.8,A|A|A|A|B
9,pre,blue,B,B,1,1.0,B|B|B|B|B
10,post,green,A,B,0,0.8,A|A|A|A|B
11,post,blue,B,B,1,0.8,B|B|B|B|C
12,post,red,C,C,1,1.0,C|C|C|C|C
13,post,red,C,C,1,1.0,C|C|C|C|C
14,post,green,B,B,1,0.6,A|B|B|A|B
15,post,blue,B,B,1,0.8,B|B|B|B|C
16,post,blue,B,B,1,0.8,B|B|B|B|C
17,post,green,B,B,1,1.0,B|B|B|B|B
18,post,red,C,C,1,0.8,C|C|C|C|B
19,post,green,B,B,1,0.8,B|B|B|B|C
