step,phase,cue,chosen,correct,reward,agreement,branches
0,pre,green,A,A,1,0.8,A|A|A|A|C
1,pre,blue,B,B,1,0.8,B|B|B|B|C
2,pre,green,A,A,1,0.8,A|A|A|A|C
3,pre,blue,B,B,1,1.0,B|B|B|B|B
4,pre,red,C,C,1,1.0,C|C|C|C|C
5,pre,green,A,A,1,0.8,A|A|A|A|B
6,pre,green,A,A,1,0.8,A|A|A|A|B
7,pre,blue,B,B,1,1.0,B|B|B|B|B
8,pre,blue,B,B,1,1.0,B|B|B|B|B
9,pre,red,C,C,1,1.0,C|C|C|C|C
10,post,blue,B,C,0,1.0,B|B|B|B|B
11,post,green,A,B,0,0.8,A|A|A|A|C
12,post,green,B,B,1,0.6,B|B|B|?|C
13,post,green,B,B,1,0.8,B|B|B|B|C
14,post,green,B,B,1,0.8,B|B|B|B|C
15,post,blue,C,C,1,0.6,C|C|B|B|C
16,post,green,B,B,1,0.8,B|B|B|B|A
17,post,red,C,A,0,1.0,C|C|C|C|C
18,post,blue,C,C,1,1.0,C|C|C|C|C
19,post,green,B,B,1,0.8,B|B|B|B|C
